[    0.00s ->     4.98s] This is five years of no BS futures options selling advice. Over the last five years,
[ 1687.28s ->  1691.44s] account. But the way I do it is something special. Because as we all know, when we're trading,
[ 1691.44s ->  1696.20s] there's emotions involved. Either I tend to overtrade my account and get in more trades than
[ 1696.20s ->  1701.44s] I should, which can crush you as a futures option seller, you can also let emotions get in your way
[ 1701.44s ->  1705.54s] so that you don't get in trades at the right time, or maybe you chase them and it doesn't work out
[ 1705.54s ->  1709.68s] well. Or maybe you're just busy, right? You're trying to spend time with family, you're trying
[ 1709.68s ->  1714.22s] to retire, you're trying to enjoy life with your wife, with your kids, whatever, you're trying to be
[ 1714.22s ->  1719.98s] focused at work, you just don't have enough time. And that's why I use automation to make this
[ 1719.98s ->  1725.58s] happen. Now there's a lot of great options automation tools out there. But my favorite
[ 1725.58s ->  1730.68s] is the options auto trader. So you can see right here, the options auto trader is great because
[ 1730.68s ->  1737.66s] the only options automation platform that supports futures options selling. So if you want to sell and
[ 1737.66s ->  1742.16s] automate your futures options selling can only be done on this platform. And it's also super easy,
[ 1742.32s ->  1746.70s] easy to do. So let me show you all right, you can see here's an account I just started with
[ 1746.70s ->  1751.24s] this year, you can see I literally started this account for my for my strangle strategy.
[ 1751.80s ->  1757.24s] I started it at the beginning of this year. So literally three weeks ago, and it's over it's
[ 1757.24s ->  1763.76s] over it's already making me $1,200 in a matter of three weeks, which is awesome. You can see here
[ 1763.76s ->  1768.30s] the trades, it's all being watched all being managed. Again, you can actually see these trades
[ 1768.30s ->  1772.20s] in my tasty in my taste straight account because they're actually connected here. And so that's how
[ 1772.20s ->  1775.76s] awesome. That's how awesome it is. Now let me show you how to set this up for yourself.
[ 1775.76s ->  1780.26s] It's super simple. All right. First, you connect your broker. So once you connect your broker,
[ 1780.44s ->  1783.48s] the system will be able to automate trades through it. So once we connect our broker,
[ 1783.58s ->  1787.48s] which my tasty trade is connected here, then I just click on create auto trader. So I just
[ 1787.48s ->  1792.16s] basically create the bot for this system to follow. And so I'll click on create auto trader.
[ 1792.54s ->  1797.20s] And again, I can pick any strategy I want. So if you have another strategy you want to automate,
[ 1797.28s ->  1800.74s] you can do that as well. But for this instance, we're talking about strangles because that's my favorite.
[ 1801.00s ->  1804.36s] Then I can pick what futures options asset I want to do. So again,
[ 1804.36s ->  1810.64s] ES is one of my favorites. Then again, this is a 90 DTE strangle. Remember, I do a 10 delta,
[ 1810.80s ->  1816.26s] I sell the 10 delta, and then I sell the five delta call. So I just plug in how I will my strikes picked.
[ 1817.53s ->  1823.29s] Next, I define how often I want to in how often I want to impact into the trade for myself. I enter
[ 1823.29s ->  1828.13s] every single Tuesday and Thursday. So that's that's my entry cadence because I have a larger account. So I
[ 1828.13s ->  1833.11s] can do that. So Tuesday and Thursday there. And that's how I run that strategy. Next, like I mentioned,
[ 1833.11s ->  1840.49s] I manage my profit at 25%. So I put in 25 to manage 25%. And I have a 300% stop loss. So just like
[ 1840.49s ->  1844.91s] that's how this trade is managed. I save and continue and that saves it. Then I define how
[ 1844.91s ->  1850.57s] much money I want this bot to trade with. Remember the 30% rule. So if I have about $100,000 in this
[ 1850.57s ->  1857.77s] account, then I could use $30,000 for this bot to run efficiently. And so now you may be saying,
[ 1857.77s ->  1861.95s] Austin, but didn't you say there's safeguards and risks that we need to be aware of? Yes,
[ 1862.07s ->  1867.03s] of course. And that's why they're built in here. So for instance, I can enable VIX based
[ 1867.03s ->  1873.49s] buying power. And this changes how much allocation my bot is using how many trades my bot is in
[ 1873.49s ->  1878.21s] based on where VIX is. If VIX is higher, I get to use all my money because it's less risk for me.
[ 1878.21s ->  1883.29s] If VIX is lower, I only have to use 15,000 because the market's at higher risk. So I'm going to be in
[ 1883.29s ->  1888.41s] less trades. Okay. So just like that, enable that it now eliminates most of my volatility risk.
[ 1888.51s ->  1893.71s] Now market crash risk, there's an indicator built in that helps me understand when the market is at
[ 1893.71s ->  1899.03s] a high level for a crash. And I can click enable. And now the market will get me out and start scaling
[ 1899.03s ->  1904.31s] out my positions when the likelihood of a crash is higher than normal. So just like that, I can define
[ 1904.31s ->  1910.03s] that and eliminate the volatility risk, the market crash risk. And again, by sizing the bot correctly,
[ 1910.03s ->  1916.39s] I also helped with the buying power risk. So just like that, here is a bot that will through my
[ 1916.39s ->  1922.23s] broker based on the rules that I set here will automate my futures options selling strategy for
[ 1922.23s ->  1927.83s] strangles. I'll also manage all the risk and make sure that I cut out the learning curve and just get
[ 1927.83s ->  1932.15s] to the profit part, which is awesome. And so just like that, you know, you can see here, mine's been
[ 1932.15s ->  1936.61s] running for about three weeks, about $1,200. Again, I have a lot of other accounts connected from my
[ 1936.61s ->  1940.69s] swap account, my trade station account and all that stuff. And it works great. So anyways,
[ 1940.91s ->  1945.51s] if you guys are interested in automating your trading to get to the next level of freedom,
[ 1945.51s ->  1949.59s] but also having the income as well, then you can click the first link down in the description to
[ 1949.59s ->  1957.53s] start your 30 day trial. Anyways, that is everything I have on futures options selling advice from buying
[ 1957.53s ->  1962.69s] power to account sizing to different assets and the best strategies. I hope you learned something.
[ 1962.69s ->  1968.09s] And if you did smash that subscribe button, if you want to automate, then click on that first link
[ 1968.09s ->  1969.59s] down below. All right. See you guys.
