[    0.02s ->     5.64s] I personally work with a handful of options traders one-on-one and they each pay me $5,000.
[ 1754.66s ->  1759.92s] up from there based on what your account size allows. But even doing one contract, two contracts,
[ 1760.16s ->  1766.86s] three contracts is another $1,000 or so a week, which is pretty good. It's about $180 a week calculated
[ 1766.86s ->  1772.32s] on average per week with winners and losers. It's about a $200 profit per week. If you're doing
[ 1772.32s ->  1778.14s] three contracts, that's another $600 a week, which is not bad at all for just a side bot.
[ 1778.54s ->  1782.64s] Anyway, so that whole system together, the monthly income system, the daily income system is what's
[ 1782.64s ->  1788.38s] called our option spot portfolio system to help you make money in every type of market almost every
[ 1788.38s ->  1793.90s] day. Again, market allowing. Sweet. There is one more question here. David says, now that we have the
[ 1793.90s ->  1797.70s] daily income bot, should we not use the bullish bounce strategy or bearish rejection? Yeah. So
[ 1797.70s ->  1804.10s] the very question, the two core bots is a bullish bot and a bearish bot, a bullish bot when the market
[ 1804.10s ->  1809.62s] is trending up, a bearish bot when the market's trending down, you can run your bullish bot here.
[ 1809.84s ->  1815.04s] And then in this zone, we run a combination of bullish and bearish bots together. Now, when you have
[ 1815.04s ->  1821.50s] your bot setting as bullish or bearish, it does this for you automatically. And then this, I would say
[ 1821.50s ->  1826.10s] that is the bear essential, a bullish and bearish bot. If you want to juice up your returns even
[ 1826.10s ->  1829.90s] more, what you can do is you can add the free money bot, which would be, this would be the free
[ 1829.90s ->  1836.86s] money bearish rejection bot. And this would add the free money bullish bounce bot. So again,
[ 1837.04s ->  1843.02s] not required. Bullish bearish essential aligned with the market, which the bot does for you.
[ 1843.26s ->  1847.36s] If you want to juice up your returns, do the daily income. If you want to juice it up even more,
[ 1847.36s ->  1849.70s] do the free money bullish, free money bearish. Free money bearish,
[ 1849.70s ->  1856.40s] but tool is the long term bullish, long term bearish essential to generating consistent monthly
[ 1856.40s ->  1860.56s] income, juice returns with a daily income bot and juice it even more with the free money bots.
[ 1861.28s ->  1865.52s] Make sense. So basically, we're starting with something as simple as can possibly be,
[ 1865.66s ->  1870.94s] which is a bullish long term bearish long term adjusted to the market when it's trading in the
[ 1870.94s ->  1875.60s] direction we want. And then we can juice up our returns as we want a daily income bot,
[ 1875.60s ->  1880.32s] and the free money bots as needed. Again, all those settings are inside the options auto trader,
[ 1880.42s ->  1884.18s] you just say, hey, this bot is either a bullish bot, a bearish bot, it's my daily income bot,
[ 1884.48s ->  1890.08s] or it's my free money bots, each one. And then you can set those and then it will only trade it
[ 1890.08s ->  1895.44s] during those particular markets. Sweet. For those of us switching from the four bot system,
[ 1896.10s ->  1900.56s] what should we do when we switch to the new bullish or bearish bot? Deactivate the old one?
[ 1900.56s ->  1904.00s] No. Yeah. The bullish and bearish bots you were running before are the same ones you're running
[ 1904.00s ->  1909.14s] now. It's literally where there's, if you were set up with the four bot system, and you had your
[ 1909.14s ->  1918.84s] bullish bot, your bearish bot, your sideways bot, and your free money bot, all that you're doing is
[ 1918.84s ->  1922.66s] this stays the exact same. This stays the exact same. Free money, that can stay the exact same.
[ 1923.00s ->  1928.06s] The only thing that's changing is this, and you have the option to do the daily income bot instead.
[ 1928.06s ->  1933.73s] So there's literally nothing that needs to be changed here. It's still a four bot system. If
[ 1933.73s ->  1937.63s] you use all the bonds, you have the bullish bot, all the settings stay the same. Bearish bot,
[ 1937.77s ->  1941.37s] all the settings stay the same. Our automation system still works. Nothing you need to change.
[ 1942.46s ->  1947.24s] The sideways bot got removed because as I was looking, I want to make this as simple as possible,
[ 1947.56s ->  1951.52s] and that breaks down into just a bullish or bearish bot. And I was like, okay, what about the sideways
[ 1951.52s ->  1956.44s] bot? And I looked at all the history of my trades, and I realized that most of my losses came from
[ 1956.44s ->  1961.10s] the sideways bot. And that's because I have a defined top and defined bottom. If any one of
[ 1961.10s ->  1967.38s] these breaks, I'm losing money. And so instead, I removed this, and I installed the daily income
[ 1967.38s ->  1971.18s] bot instead. And then again, you have the free money bot as well. So if you're coming from the
[ 1971.18s ->  1975.30s] four bot system, nothing needs to change besides removing the sideways bot and installing the
[ 1975.30s ->  1979.45s] daily income bot if you want. What's the strategy with the free money bot?
[ 1979.45s ->  1986.35s] Yeah, great question. The free money bot is all taught inside of the program. So when you're
[ 1986.35s ->  1990.07s] inside of the owed income accelerator coaching program inside of circle, there's an in depth
[ 1990.07s ->  1996.59s] training for each specific bot. But the free money bot right here, this is simply a put debit spread
[ 1996.59s ->  2002.19s] strategy. And now let me just clear out this too many drawings here right now. Okay, this free money
[ 2002.19s ->  2011.12s] bot right here, let's come back is a put debit spread. And now it's strategically a put debit spread.
[ 2011.12s ->  2018.67s] But because right here, volatility is low. And when the market drops, volatility is going to increase.
[ 2019.39s ->  2024.39s] And what trades take advantage of volatility increase, that's a debit trade. So that's why
[ 2024.39s ->  2028.23s] we do a put debit spread not only doesn't make money when the market drops, but when the volatility
[ 2028.23s ->  2033.39s] spikes, which inevitably will, then we're not only making money on the direction of the trade,
[ 2033.49s ->  2037.89s] but we're making money on the volatility change. Same thing with the free money bot down here. This is a
[ 2037.89s ->  2042.69s] put credit spread. Why? Because put credit spreads make money on the way up. So now we're making money
[ 2042.69s ->  2047.47s] on direction. And in this instance, volatility is very high. And as it goes up, volatility will
[ 2047.47s ->  2051.25s] decrease to put credit spreads not only make money from the upward direction, but from the volatility
[ 2051.25s ->  2056.53s] change. So the free money bots only execute in these markets. And they are designed to take
[ 2056.53s ->  2062.34s] advantage of both the trend and both the volatility play. Dale says, is there a type of market we should
[ 2062.34s ->  2067.22s] not run the daily income bot? Yeah, so I was I've been I've been testing this backtesting it for
[ 2067.22s ->  2072.50s] multiple weeks now and then putting into my own trading account. And what I found is that it doesn't
[ 2072.50s ->  2078.90s] matter what markets you put it in by not running it in a certain market, you actually get worse returns
[ 2078.90s ->  2085.48s] because it's already factoring in the market itself. Right. Let's see if we can dive into a specific
[ 2085.48s ->  2092.05s] market. Let's remove drawings or move everything. So yeah, it should be running in every market.
[ 2092.05s ->  2096.77s] And that's because it's using the opening range breakout. So it's already factoring in
[ 2096.77s ->  2103.77s] that move. Let's find, for instance. Okay, so look here, it was a recent down stretch, right? This
[ 2103.77s ->  2108.85s] recent was a down market. So you might be thinking this is a bullish strategy. Why should I run it
[ 2108.85s ->  2113.73s] here? If you look at it, the high of the day and high for the first hour, I don't know exactly where
[ 2113.73s ->  2117.41s] it is. But it's something like here. Guess what, it never broke above it again, because it's trending
[ 2117.41s ->  2123.88s] down. So that did not enter a trait here. Okay, let's see this high, it did break. So you would
[ 2123.88s ->  2130.60s] have had a loss here, which is fine. Here breaks the high does not close above there. That's a long
[ 2130.60s ->  2137.80s] wick closes here, runs up, maybe a close, I don't know. Here, the high is here, it breaks, runs higher.
[ 2137.80s ->  2142.92s] Okay, so if he, it really just depends. But when that's a bad example, because I'm just pulling it
[ 2142.92s ->  2148.40s] up right now. But when I back tested it, and I removed, for instance, using our long term strategy,
[ 2148.40s ->  2152.94s] where, hey, we know when the market's bullish, and we know when it's not bullish, come back
[ 2152.94s ->  2158.38s] indicator analysis, we know when the market's trending up, and we know when it's not. And so I
[ 2158.38s ->  2162.68s] was like, Okay, cool. This is a bullish strategy. What if I only run it when the market's green? What if I
[ 2162.68s ->  2168.18s] only run it when the market's bouncing? And there wasn't the returns were the same? Okay.
[ 2168.78s ->  2173.40s] The win rate was the same, but the returns were way less because I had less trades that I was in.
[ 2173.80s ->  2180.84s] Right. So by not trading during these bearish times, the win rate stays the same, but I miss out
[ 2180.84s ->  2185.76s] on my overall return because I'm not getting my frequency of trades up. There is no difference
[ 2185.76s ->  2191.44s] running it or not during certain markets, you just run it across the board. The only entry is your 60
[ 2191.44s ->  2196.04s] met an opening range breakout. Sure. These are more q&a questions. Okay, pulse. Okay,
[ 2196.10s ->  2200.30s] I got it. Beautiful. Love it. Awesome. Sweet. Cool. I think I answered all the questions. I'll give
[ 2200.30s ->  2204.42s] it another minute here to see if there's any other final questions. But that was the training for this
[ 2204.42s ->  2208.74s] month. I hope it lived up to the hype and gave you guys a strategy you can actually deploy and go
[ 2208.74s ->  2215.06s] after. I noticed you guys were wanting a zero to one D DTE strategy. And although I was against it deep
[ 2215.06s ->  2219.94s] inside, I was wanting one too. So after talking to I think it was at least five different zero to D
[ 2219.94s ->  2224.32s] full time traders. This is the strategy I found and fell in love with. And the one that I'm running.
[ 2224.54s ->  2229.04s] So I hope you guys like that I have this and actually fully integrated into the software that
[ 2229.04s ->  2234.60s] took some time for me to build out for to look at every it watches the market every single minute
[ 2234.60s ->  2239.34s] of the day. And it goes, Okay, what's the high? Did we break it or not? For this breakout and then
[ 2239.34s ->  2243.94s] execute your bot, which is only available for you guys is open income accelerator clients. So
[ 2243.94s ->  2251.69s] welcome aboard. Anyways, one more question from Pat Ryan path. Yeah, Pat Ryan for a 25k account is a
[ 2251.69s ->  2256.99s] cheap for 14 day of proper bear bot. Yes. Yeah, the bear bot is either a put debit spread or it's a
[ 2256.99s ->  2263.32s] long put the cheap for today hedge is a long put. Paul says, Can you ever imagine a separate bearish
[ 2263.32s ->  2268.04s] version of the daily income bot? And great question. I did. I thoroughly tested it where
[ 2268.04s ->  2272.40s] basically let me explain this for those of you who are in order to it. So again, the opening range
[ 2272.40s ->  2280.94s] breakout, right, we're looking for okay, the first 60 minutes, the first 60 minutes of the day, we
[ 2280.94s ->  2288.42s] chart out the high and the low. And so the question is the low gets broken. Should we do a call credit
[ 2288.42s ->  2296.02s] spread to make money on the way down? And I've run this backtest numerous times. And it just does not
[ 2296.02s ->  2302.56s] perform well. And you can run it if you feel free to paper trade that version. But the backtest don't
[ 2302.56s ->  2307.10s] show it working consistently. And the reason why I think so is because the market is in general is
[ 2307.10s ->  2312.52s] an uptrending asset. So when it dips, people want to, when it goes down, people want to buy the dip.
[ 2312.84s ->  2318.76s] And so it just doesn't work out that well. So I would like there to be a bearish version. So I could
[ 2318.76s ->  2323.96s] always be running some type of versions every day I could run a trade. But in this instance, it didn't.
[ 2324.10s ->  2328.12s] No, don't get me wrong. I'm still playing with that idea. I'm still backtesting it. If I do
[ 2328.12s ->  2332.92s] come across a way to make it work, I will definitely share it with you guys. And we can
[ 2332.92s ->  2337.72s] run both sides. But for now, with the current structure and the strategy settings that I found,
[ 2338.02s ->  2344.00s] only trading the upside bullish side was the best performing return. So yeah, great question, Paul.
[ 2345.55s ->  2353.48s] Sweet. Awesome. Awesome. That was the monthly training. Once again, I hope you guys found it
[ 2353.48s ->  2361.00s] enjoyable. Glad that we had a decent crew here today. Again, a part of the system, there is a monthly
[ 2361.00s ->  2365.48s] bot breakdown where I take a look at your account, understand what's going on, all that stuff.
[ 2365.58s ->  2370.54s] I'm putting those together as we speak. So hopefully by the end of the day, if not tomorrow
[ 2370.54s ->  2376.70s] at the latest, you guys will get an email from me with a report and a screen share about how
[ 2376.70s ->  2381.12s] your account's doing anything. I would change settings, things like that. So look out for
[ 2381.12s ->  2385.00s] that email tomorrow. That's basically the structure of this program. We helped you install
[ 2385.00s ->  2388.36s] this option spot portfolio system, which is now our monthly income system and our daily
[ 2388.36s ->  2391.94s] bot. And then I'll follow up with you every 30 days to make sure it's in line to help you get
[ 2391.94s ->  2396.48s] your targets. So based on the targets you told me and onboarding, I'll make sure I bring that up
[ 2396.48s ->  2400.36s] inside of the report that I put together. Thank you guys again for joining it. I hope you have a
[ 2400.36s ->  2406.42s] great Wednesday. Thursday, tomorrow is our weekly office hours coaching. So if you have any questions
[ 2406.42s ->  2410.36s] or want to talk about anything, feel free to show up there 12pm Central Standard Time. I will see you
[ 2410.36s ->  2415.62s] there. Anyways, thank you guys so much. The recording will be up when it comes up. Install this bot at least on
[ 2415.62s ->  2421.12s] paper, give it a shot. See how it works. When you're ready, scale up with one contract 234. And I can't
[ 2421.12s ->  2423.78s] wait to see your returns with it. Anyways, guys, have a great rest of your day.
