[    0.00s ->     4.38s] Hey guys, welcome to the 1-1-1 Trading Strategy Master Ops.
[ 1512.54s ->  1518.40s] gets down to this max profits. So this is the max profit of 4000. This is the normal profit of 1400.
[ 1518.62s ->  1524.24s] Most of the times will hit the normal profit of 1400. So that's what this is. Now, again, 94% win rate,
[ 1524.24s ->  1531.18s] very great trade. Remember, we do a 50% take profit on this trade. So since my normal profits 1500 based
[ 1531.18s ->  1535.92s] on this credit is what that's based on. That means my actual profit for this trade is going to be
[ 1535.92s ->  1542.26s] about 1500 times 50%. So I'll make about a $750 return for this trade, which is great, right? Because
[ 1542.26s ->  1547.04s] I'm in this trade for about a month, maybe shorter. And so it can work out great for me. But what I
[ 1547.04s ->  1552.04s] really want you to notice is the buying power effect. How much money am I putting up to actually
[ 1552.04s ->  1556.42s] enter this trade? And for ES, it's actually a great number. So you can see here, I'm going to
[ 1556.42s ->  1561.98s] make $750 on this trade and about a month, which is great. But I'm only putting up about $5,500.
[ 1562.54s ->  1569.86s] That means I'm making a 13% return on my money. And one month, I'll make a 13% return on the money
[ 1569.86s ->  1576.40s] that I invested. And so that's why a 111 is incredible, right? 13% return, literally 1320 100
[ 1576.40s ->  1581.60s] times better than any interest you'll get from a bank. And so again, 94% win rate, great
[ 1581.60s ->  1586.22s] trade. And this is how I do the 111. And this is how you set up in the broker is simply enter
[ 1586.22s ->  1590.04s] and then exit based on your take profit and stop loss. Again, take profit I just mentioned
[ 1590.04s ->  1594.40s] would be once you reach a profit about 750. And then stop loss would just be this amount
[ 1594.40s ->  1598.92s] times two or three if you have a stop loss, or just holding through if you're doing that
[ 1598.92s ->  1603.28s] as well. So now that we know what the trade is and how to enter it, I did want to make sure
[ 1603.28s ->  1607.86s] that I mentioned how to reduce risk by looking at certain indicators. Okay, and this is completely
[ 1607.86s ->  1611.16s] free. So if you go to trading view, which is the free charting website, and you can also
[ 1611.16s ->  1615.66s] do this on your broker or any place you look at charts. Again, if you don't look at charts,
[ 1615.66s ->  1619.50s] that's completely fine. A strategy can still work for you. But if you want to have a little
[ 1619.50s ->  1624.26s] bit of an edge, let me show you how. So first thing we do is I use this indicator, which a lot
[ 1624.26s ->  1627.42s] of people know it, but they don't know how to change it to make it work best for them.
[ 1627.48s ->  1631.58s] It's called the Bollinger Bands indicator. So I'm going to add this, most people look at it
[ 1631.58s ->  1634.56s] like this, but we don't want to do that. We actually want to make a change here in the
[ 1634.56s ->  1640.17s] settings, we want to change the length to from 20 to 200. So when I do this, it changed
[ 1640.17s ->  1644.35s] the middle line to this chain, this changes it to a 200 day moving average, which kind
[ 1644.35s ->  1649.89s] of smooths out the curve for some long term results. And what I do is when the market is
[ 1649.89s ->  1654.13s] outside of these bands, it's outside of a normal trading range, which means it's at a
[ 1654.13s ->  1660.37s] higher likelihood of pulling back and resulting in a crash or pullback. So if we look at it, when
[ 1660.37s ->  1664.39s] the market breaks here, you can see it led to a down move, the market ran up here, broke
[ 1664.39s ->  1668.99s] it here and then came down, broke up here, went down a bit, went down a bit, all these
[ 1668.99s ->  1673.75s] things. So this is how I assess when the market is at a higher risk for turning around. And
[ 1673.75s ->  1680.43s] if I should offload some of my positions, or if I should get out entirely. And so if you
[ 1680.43s ->  1684.83s] see here, what I do, as I wait for the market to break above it, then I wait for it to break
[ 1684.83s ->  1689.19s] down below it. So right here would be an example. And then what I personally do is I just
[ 1689.19s ->  1694.55s] wait 30 days. So I can't spell, but 30 days, you get the point. When it breaks down, I wait
[ 1694.55s ->  1698.73s] 30 days for the market to reset. This typically gives it enough time to do whatever it wants
[ 1698.73s ->  1703.23s] to do. Then I would get in a back around here. And then I'd restart my trading process. You
[ 1703.23s ->  1707.91s] be like, Austin, I don't want to wait 30 days. Okay, then go through a $50,000 loss. I did
[ 1707.91s ->  1712.33s] like your options. So this is what I do. Again, it won't work all the time. As you can see here,
[ 1712.33s ->  1717.87s] it does tend to give me good signals on when to get out, when to not. You'll have a lot of
[ 1717.87s ->  1720.67s] signals where you're like, okay, wow, it hit here, but then it did nothing. Okay,
[ 1720.77s ->  1725.67s] that's fine. You've still, you had the chance of getting out before the market crash. And so
[ 1725.67s ->  1731.31s] this is how I reduce a lot of risk and a lot of market crash risk by looking at when is the market
[ 1731.31s ->  1735.43s] overextended and making sure I stay out during periods. I'm not, and this is a completely free
[ 1735.43s ->  1740.53s] way to do it. Perfect. I hope you guys enjoyed the screen share, learned a bit more, but I do have
[ 1740.53s ->  1744.85s] one more bonus thing to show you, which is how to automate it. Right. And so our whole goal with
[ 1744.85s ->  1750.53s] selling options is to not only generate income, but do so safely. But at that cost, a lot of people
[ 1750.53s ->  1754.27s] then get glued to the screen and they're not able to spend time with their wife, with their kids,
[ 1754.59s ->  1759.07s] their hobbies, actually enjoying retirement and playing golf. And so then they become a slave to
[ 1759.07s ->  1763.57s] the computer, which sucks. So I'm going to show you how to automate it. Now I've given you everything
[ 1763.57s ->  1767.75s] you need to just go trade this yourself and do it and make a lot and a lot of money, which you could
[ 1767.75s ->  1771.45s] go do. But if you want to automate it, this is how it's super simple. Just four steps.
[ 1771.45s ->  1777.03s] Third, four. All right. So let's turn the strategy into a bot, which is passive hands-free income.
[ 1777.17s ->  1780.99s] Okay. And this is how I did it too. So number one, if you need to sign up for an automation
[ 1780.99s ->  1785.93s] software, something that will allow us to automate this strategy. And so there's a few options. You
[ 1785.93s ->  1790.47s] have option alpha as one, they like to automate options. They have some account safeguards and they
[ 1790.47s ->  1796.23s] offer paper trading, which is great, but they don't offer any great customer support. And they don't
[ 1796.23s ->  1800.19s] allow you to do a futures options. That might be a disclaimer or something that couldn't help you
[ 1800.19s ->  1803.95s] there. Trades do it. They do allow you to automate options. They will give you the ability to do
[ 1803.95s ->  1807.93s] strangles, which is awesome. They give you the ability to do one-on-ones, which is great, but you
[ 1807.93s ->  1812.71s] can only do it on stocks and indexes. So that's fine. But if you want to do it on futures options,
[ 1812.77s ->  1816.33s] you would need something else and they don't offer paper trading. So you don't want to test it first.
[ 1816.69s ->  1821.31s] Then you have the options auto trader, which allows you to automate options, has safeguards,
[ 1821.41s ->  1826.83s] allows you to do the one-on-one, allows you to do it on futures options. And also it's great support,
[ 1826.83s ->  1831.75s] right? Responding in less than three hours, gives video responses when needed, has four
[ 1831.75s ->  1836.17s] supportive brokers and offers paper trading. If you wonder why that's so great and why I use it,
[ 1836.21s ->  1840.11s] I built it because I wanted something great. And so this is the one that I've literally spent the
[ 1840.11s ->  1845.73s] last year and almost two years now building over 600 members, using it and making money.
[ 1845.91s ->  1851.21s] And we have over $40 million connected. So the options auto trader, if you want to do a one-on-one
[ 1851.21s ->  1854.89s] futures options trade is the best one for you. But again, you can also explore the others if you'd like.
[ 1854.89s ->  1859.53s] So step two here is connect your broker account. So go to the options auto trader,
[ 1859.65s ->  1864.33s] create your account and then connect your broker. We support the most brokers. So we support Charles
[ 1864.33s ->  1869.23s] Swab, TastyTrade, TradeStation, Tradier. Again, we've had their security teams go through our system
[ 1869.23s ->  1872.75s] and they have loved it. I have literally heard from every one of these brokers that like,
[ 1872.81s ->  1876.31s] oh my gosh, your platform is amazing. And so that's why we're connected to so many because
[ 1876.31s ->  1880.49s] they love it and it's secure and it's great. So now that you connected your broker to an audit,
[ 1880.49s ->  1887.49s] to an automation platform, you then need to plug in the rules of the one-on-one into the system,
[ 1887.59s ->  1893.03s] into the software. And so basically you'll just take all the rules I gave you and you'll plug it
[ 1893.03s ->  1896.33s] into the options auto trader, which I'll walk you through here in a second. And then after you do
[ 1896.33s ->  1900.95s] that, you just sit back and you let the bot safely generate monthly income for you. You can see here,
[ 1901.05s ->  1907.33s] $7,500 from one of my accounts, almost 3,000 from another. And it's great. This is all done for me.
[ 1907.33s ->  1912.15s] The risk is managed, exits managed, entries managed. It's all good. And I get updates.
[ 1912.21s ->  1917.41s] I can check on it whenever I want. So let's look at a quick five minute demo so I can show you how
[ 1917.41s ->  1922.21s] this is done. Okay. It might even be done less than that. Here's my account here that I've been
[ 1922.21s ->  1926.41s] doing. The woman, the strangles, what I think is here, $3,000 in the first month. This has only been
[ 1926.41s ->  1930.37s] running for a month. And now we're going to go over to this account here. This is where I'm running my
[ 1930.37s ->  1936.77s] S112, which is just a bigger version of the 1-1-1. You can see there made about $6,000 so far on this
[ 1936.77s ->  1940.79s] trade, which is great. But let's look at how to actually turn this into a bot, right? So you're
[ 1940.79s ->  1945.57s] going to click on create auto trader. Once you've joined the options auto trader and you've, and you
[ 1945.57s ->  1949.33s] can, and you connect you to a broker, then you can make a bot. So click on create auto trader.
[ 1949.99s ->  1953.85s] Again, it says I know all the rules for it. I'm just going to click on create an auto trader.
[ 1955.04s ->  1960.42s] I'm going to do the 1-1-1 strategy. And like I mentioned, you can do it on ES or MES if you have
[ 1960.42s ->  1965.74s] a smaller account, but ES is preferred. Days until expiration. Like I mentioned, I go 120 days out in the
[ 1965.74s ->  1971.40s] future. So I just plug that in here. I do 25 Delta, 23 Delta is the one I buy, the one I sell, and then
[ 1971.40s ->  1975.24s] I do a 10 Delta for the one I sell. Again, this is best practice. And that's why it's plugged in for
[ 1975.24s ->  1978.88s] you by default. This is how you structure it. If you want to structure it a different way, just plug in
[ 1978.88s ->  1983.22s] how you want your strikes to be picked. And this is how I structure the trade. So I just plug in those
[ 1983.22s ->  1990.06s] rules. Next, I tell the bot how often I want to enter. And so for me, it's like a weekly trade. So I do a
[ 1990.06s ->  1994.06s] once a week on Wednesday is typically how I enter this trade. And so again, if you have different
[ 1994.06s ->  1999.88s] rules for that, you could do that as well. Now, how do I want it to exit my position? Like I
[ 1999.88s ->  2005.30s] mentioned, I like doing a 50% profit. I personally just closed the entire trade when I closed a 1-1-1
[ 2005.30s ->  2010.52s] at 50%. And then remember, I managed it at 21 days. But if you want to add a stop loss, if you're going
[ 2010.52s ->  2014.84s] for an 80% profit that you can turn into a hedge, you can do that. Again, the software will also
[ 2014.84s ->  2019.48s] automatically turn into a hedge for you. If you want to turn into a PDS hedge at the take profit. So
[ 2019.48s ->  2023.44s] once you hit your profit, just close the short put so you can do that as well. I'm just going to
[ 2023.44s ->  2029.24s] close out the entire position and set this up as I typically do like this. So now I told the bot
[ 2029.24s ->  2035.08s] what the trade when to enter how to exit now I get some safeguards of how do I want to protect my
[ 2035.08s ->  2039.26s] account. And the first way I do that is by telling it how much money this boss allowed to trade with
[ 2039.26s ->  2044.12s] let's say I wanted to use 10,000 $10,000 $10,000, which will probably only be enough for one single
[ 2044.12s ->  2048.80s] trade, which is fine. You can just like that one trade we answer. But this is the cool part other
[ 2048.80s ->  2054.12s] safeguards. Remember how I mentioned we can massively reduce Matt massively reduce a risk
[ 2054.12s ->  2060.56s] by changing our buying power based on where ball war VIX is. If I just enable this, it does that for
[ 2060.56s ->  2065.48s] me, you can see your VIX based buying power. So if VIX is high, which means I have less risk,
[ 2065.48s ->  2071.96s] it's going to use the whole 10,000, the whole $10,000. If VIX is low, me my risk is high, it's only going to
[ 2071.96s ->  2078.08s] reduce $5,000 to trade with. This is insanely cool. One click and I can change my risk based
[ 2078.08s ->  2081.52s] on the risk in the market, which will massively reduce my risk. So if I'm looking from assistant
[ 2081.52s ->  2087.02s] income with very low risk, this one setting does that. But not only that, remember I said we can
[ 2087.02s ->  2092.00s] use the ball, the, the Bollinger band to see when the market's crashing, we can offset trades with
[ 2092.00s ->  2097.80s] that. That's exactly what the market crash safeguard is, right? You enable this. And now when the market
[ 2097.80s ->  2103.30s] shows that it's overextended based on the Bollinger band, they'll actually start to offload some of
[ 2103.30s ->  2108.02s] your trades so that you can decrease your risk in case a crash does happen. So just like that,
[ 2108.08s ->  2113.38s] I've decreased like 80% of the market risk. And I'd be like, listen, but what about like
[ 2113.38s ->  2119.08s] manipulation risk? You said that's a thing. Exactly. When your order's sitting out on the
[ 2119.08s ->  2124.40s] market, there's risk because it can get triggered. We don't allow that to happen. We monitor your trade
[ 2124.40s ->  2130.16s] every 60 seconds and we update and close the trade only when like we send in a closed order
[ 2130.16s ->  2135.00s] only when it needs to be closed. That way, nobody can manipulate the order because they can't see it.
[ 2135.38s ->  2139.44s] Anyways, just like that, you eliminate a ton of risk and also still get the upside.
[ 2140.46s ->  2145.32s] So if we continue on, that's how we create a bot. We can see the profit and loss graph. We can see all
[ 2145.32s ->  2150.18s] our settings set and explain it. And then we can set the auto trader live. You can see here an example
[ 2150.18s ->  2155.42s] of some I have. You can see here how it turns it into hedges for me, the profits and all that stuff
[ 2155.42s ->  2160.02s] all mapped out here for me. So that's how simple it is to not only take the strategy run with it,
[ 2160.06s ->  2164.06s] but to automate it. Whether you want to do it manually or not, you have given, I've given you
[ 2164.06s ->  2169.42s] everything you need to profit. And if you think the options auto trader is cool or awesome, and you
[ 2169.42s ->  2173.28s] want to use it to automate your trading, whether it's the one one or maybe a different strategy,
[ 2173.64s ->  2177.50s] click the link in the description down below and you can get started or go to
[ 2177.50s ->  2182.88s] www.optionsauto.com slash get started. Now, whether you do or not, don't worry. You have
[ 2182.88s ->  2188.40s] everything you need in this video to use the one one to profit and generate monthly income. So go do
[ 2188.40s ->  2193.82s] it and let me know your results down below. All right, guys, have a great one and put this into action.
