[    0.46s ->    10.12s] Welcome back. Can AI learn Black-Scholes? More generally, can AI learn to price options?
[ 1897.81s ->  1902.53s] to be able to implement the model that captures the dynamics that I'm interested in capturing,
[ 1902.53s ->  1907.89s] relative to the dynamics that are assumed away, that is in something like a Black-Scholes.
[ 1908.93s ->  1914.85s] So what do I have here? Well, if you take a look at this scheme here, what I'm doing is I'm taking
[ 1914.85s ->  1921.09s] these inputs, and again, this is no longer a five-dimensional input, right? This vector,
[ 1921.09s ->  1927.89s] remember this theta vector here, is relative to our model. So theta here, we have S0, V0, T, R,
[ 1927.89s ->  1938.88s] Kappa, Theta, Chi, and Rho. These are going to be the parameters of the Heston model. So this is not a
[ 1938.88s ->  1944.64s] five-dimensional input like a Black-Scholes, but this is a one, two, three, four, five, six, seven,
[ 1944.64s ->  1951.44s] eighth dimension, eight-dimensional vector, or an eight-dimension vector, and that is going to be
[ 1951.44s ->  1958.08s] our input. Okay? So Black-Scholes, five parameter input price, Heston, eight parameter input price,
[ 1958.08s ->  1961.60s] but that middle thing that we're inputting these parameters to, we need to make that,
[ 1961.60s ->  1966.24s] and that's what we're doing with this neural network. So here, I'm going to actually generate a
[ 1966.24s ->  1971.36s] whole bunch of possible parameter sets. That's exactly what I'm doing here, is I'm generating
[ 1971.36s ->  1977.76s] a whole bunch of possible parameter sets. All right? My stock prices, my, you know, variants,
[ 1977.76s ->  1983.12s] and all of this. I'm generating a whole bunch of possible parameter sets. Then I'm actually going to
[ 1983.12s ->  1990.40s] simulate, okay? I'm simulating these parameters going forward, just like I did here. And then I'm
[ 1990.40s ->  1995.92s] going to back out the price by finding some sort of payoff and discounting it back to the present,
[ 1995.92s ->  2000.96s] then taking the average. That's how I'm generating the prices. That's the numerical simulation, the
[ 2000.96s ->  2006.16s] Monte Carlo simulation. That's our second option. But remember, in real time, that's slow. That's why
[ 2006.16s ->  2010.72s] we're doing this offline. We're doing this when we have a lot of time and it doesn't matter. So that
[ 2010.72s ->  2017.92s] when we do require efficiency, our network has already done the heavy lifting offline, again,
[ 2017.92s ->  2023.44s] when time didn't matter. And then in real time, it's very, very quick and accurate. And that's exactly
[ 2023.44s ->  2028.32s] the point here is what we're doing is we're training this neural network through all of
[ 2028.32s ->  2033.28s] these Heston parameters. Now, these are not Black-Scholes parameters. And we end up with,
[ 2033.28s ->  2037.84s] check this out. Here's a set of inputs. Here's the true price. And here's the neural network
[ 2037.84s ->  2042.48s] prediction. That's pretty darn good. Here's the true price. Here's the neural network prediction.
[ 2042.48s ->  2046.72s] And so on and so on. You're like, Hey, these, these predictions are not that great. Well,
[ 2047.36s ->  2051.92s] I did not train this for very long. I only used a thousand epochs and moreover,
[ 2051.92s ->  2058.32s] I only simulated 500 paths. So this is awful. This is awful. If I really cared about the precision
[ 2058.32s ->  2064.32s] of this, of this model that remember, I have eight parameters going into my neural network.
[ 2064.32s ->  2069.04s] Out comes the price. That's the C tilde tilde. If I really cared about the precision,
[ 2069.92s ->  2072.88s] then, or not even just the precision, but the accuracy,
[ 2072.88s ->  2077.81s] then I would need to jack these numbers up, right? I would need to jack these numbers up.
[ 2077.81s ->  2081.89s] And that's exactly the point. And this error is very well studied. This error is very well
[ 2081.89s ->  2086.37s] studied. So if you required a certain amount of precision, you can run the statistics very easily.
[ 2086.37s ->  2090.45s] You can run some sort of confidence interval very easily. But this right here,
[ 2091.09s ->  2095.01s] this is the main point of the literature literature. And this of course is some fancy,
[ 2095.01s ->  2099.17s] crazy looking chart that shows, you know, how the neural network prediction fits relative to the
[ 2099.17s ->  2104.37s] true fit and the error evolving. And then this is, you know, due to the idea of some sort of
[ 2104.37s ->  2110.29s] extrapolation error as well. If you, you know, come back up to the quadratic example, you can see that
[ 2110.29s ->  2116.93s] out of a range of parameters, we start to perform poorly. And this particular scheme is generating some
[ 2116.93s ->  2121.41s] kind of crazy looking error. It doesn't look as linear as it does in the Black-Scholes setting.
[ 2122.05s ->  2126.13s] But that's not the point of this video. The point of this video is not to optimize the
[ 2126.13s ->  2132.45s] network to, you know, learn the approximate pricing function via simulation. That's not the
[ 2132.45s ->  2136.29s] point of this video. We can talk about that another time. If you guys actually care about
[ 2136.29s ->  2143.57s] the optimal schemes for this stuff, we can talk about it. But this is just about as quant of a topic
[ 2143.57s ->  2150.05s] as it can get. We're combining neural networks with financial mathematics. And the hope is that we
[ 2150.05s ->  2154.53s] can improve efficiency. We're kind of double dipping, you know, can we improve efficiency while
[ 2154.53s ->  2159.01s] keeping these, you know, dynamics that we're capturing intact? Of course, you're not going
[ 2159.01s ->  2163.81s] to get something for nothing. You're paying some sort of, you know, relative error. But this is an
[ 2163.81s ->  2168.53s] incredibly interesting topic because you're kind of getting something for nothing because you're
[ 2168.53s ->  2173.49s] doing all the heavy lifting offline. And if you can constrain that error, then this is going to be
[ 2173.49s ->  2180.93s] very, very good. So moral of the story, moral of the story is, you know, we have the ability to
[ 2180.93s ->  2186.61s] price in a given model's framework, analytically or numerically. Most of the time, we can't do it
[ 2186.61s ->  2191.57s] analytically. So we do it numerically. But in real time, if we have any hope of implementing more
[ 2191.57s ->  2196.45s] complicated models that capture more dynamics, we can't just simulate in real time, that's going to
[ 2196.45s ->  2202.69s] take far too long. So what can we do? Well, we can generate all of these parameter sets and prices
[ 2202.69s ->  2209.25s] via simulation offline. And then we can train a neural network that is essentially a deterministic
[ 2209.25s ->  2214.29s] function that's trying to act like that analytical function that is that Black-Scholes example.
[ 2214.85s ->  2219.97s] And once we do that offline and we get a reasonably precise and accurate model,
[ 2219.97s ->  2226.05s] we can implement that in real time because the neural networks are extremely, extremely fast. It's
[ 2226.05s ->  2231.73s] just a series of linear transformation and non-linear activations. It's a very, very fast
[ 2231.73s ->  2236.77s] operation. So if the weights that it learns are correct, then it is an extremely powerful tool,
[ 2236.77s ->  2243.94s] especially applied in this setting. With that being said, this is probably the most
[ 2243.94s ->  2251.62s] involved quant topic we've discussed on this channel. So I hope you enjoyed. This is not trivial
[ 2251.62s ->  2257.62s] subject matter. So if you have any questions, please feel free to leave a comment below. Check out
[ 2257.62s ->  2262.42s] Discord. You can join our Discord, discuss this idea among others. We have a very active Discord
[ 2262.42s ->  2268.90s] community and I'm very happy to answer any questions on there or on YouTube, or you can always reach out
[ 2268.90s ->  2274.10s] to me if you have any questions directly. But other than that, I want to thank you so much for watching.
[ 2274.10s ->  2283.94s] This is one of my favorite topics. I hope you enjoyed it and I'll see you in the next one.
