[    0.46s ->     7.41s] As a professional quantitative researcher and trader, I want to tell you and prove to you
[ 2183.66s ->  2189.60s] a pretty darn good job of accumulating wealth. Now, what if there's a flush draw on the table? Well,
[ 2189.60s ->  2195.42s] we're going to want to bet appropriately too, and that's going to turn into near zero EV. We do not
[ 2195.42s ->  2202.50s] want to bet when we observe a flush draw. Now, what if we just bet naively when we had pocket aces? If
[ 2202.50s ->  2207.84s] we're a novice player, we don't understand that it's really not that good of a hand if we don't hit
[ 2207.84s ->  2215.40s] anything else. Well, you're going to lose all of that money. Now, this is not the expected value of
[ 2215.40s ->  2223.62s] your wealth path playing poker. This is the expected value of your wealth path in a very small corner of
[ 2223.62s ->  2233.77s] the game of poker. So, if I experience pocket aces and I always act suboptimally, then I'm contributing
[ 2233.77s ->  2242.73s] to my overall strategy with negative EV. But if I act optimally, then I will be what? Adding to my
[ 2242.73s ->  2249.71s] overall strategy with positive EV. This is why it's so important to experience and understand the
[ 2249.71s ->  2254.81s] system that you're working with. Nobody can teach you how to play this hand. Nobody can.
[ 2255.98s ->  2261.10s] It's experience-based. Whether or not you are going to bluff, whether or not you are going to
[ 2261.10s ->  2266.38s] make an outsized raise because you hit trips and there's no flush draw, whatever it may be,
[ 2266.70s ->  2270.92s] nobody can tell you exactly what to do. It's based on who you're playing with. What if they don't want
[ 2270.92s ->  2275.96s] to call your raise? You're not going to be able to profit on that increased likelihood of winning,
[ 2276.38s ->  2283.20s] so on and so forth. But if you do continue to accumulate experience and you understand who
[ 2283.20s ->  2288.74s] you're playing against and how much they might be willing to risk and the relative strength of your
[ 2288.74s ->  2296.64s] hand, then yeah, you can make these decisions to accumulate that positive edge over a series of
[ 2296.64s ->  2305.20s] hands. And again, this is just for one hand. There are what? I mean, there's an absurd number of
[ 2305.20s ->  2311.16s] possible hands that you could have. And in addition to that, it's based on who's at your table.
[ 2311.64s ->  2317.62s] The environment. Are you tired? Did you just lose? All of those things change everything. And it also
[ 2317.62s ->  2325.96s] changes how other players play. Understanding this and being able to adjust your policy function
[ 2325.96s ->  2333.62s] based on all of these ideas is what separates the good players from the great players. And it is
[ 2333.62s ->  2341.02s] precisely what we can learn from the pros. Again, nobody can teach you this pi star. It's learned
[ 2341.02s ->  2348.20s] through experience, but we can continue to enhance it with little tips, with different things that may
[ 2348.20s ->  2356.46s] influence the overall EV in a positive way. This exact same logic can be applied to trading. And I
[ 2356.46s ->  2364.44s] have a great example here, trading options, selling a straddle. Sure, systematically, we observe that
[ 2364.44s ->  2370.20s] volatility may be overpriced relative to what is realized in a forward looking sense. We can profit
[ 2370.20s ->  2376.74s] from this with some sort of short vega position. In general, this is the strategy. You are an insurance
[ 2376.74s ->  2384.76s] seller. But the way we go about doing this is our policy function. And we know that's going to
[ 2384.76s ->  2390.78s] dictate the overall edge. Just because statistically, yeah, there's a tendency for it to be overvalued,
[ 2390.78s ->  2396.84s] it doesn't mean we can profit from it in this particular trade. Our ability to execute those
[ 2396.84s ->  2403.12s] trades and accumulate wealth is based on our policy function. That is exactly what is going to
[ 2403.12s ->  2409.28s] determine whether or not we accumulate wealth or we don't. And here I have two examples, one with a
[ 2409.28s ->  2416.82s] good policy function, an optimal policy function, and one with a suboptimal policy function. In the
[ 2416.82s ->  2422.26s] context of trading, right, we don't have this idea of a counterparty like in poker. We don't have this
[ 2422.26s ->  2430.12s] idea of like raising bluffs. We don't have this idea of the other player, you know, not being good at the
[ 2430.12s ->  2436.96s] game. The dynamics are different, right? But the whole idea of optimizing our expected value is
[ 2436.96s ->  2444.32s] exactly the same. So trader A here is acting as an insurance seller, selling these straddles. His
[ 2444.32s ->  2451.56s] objective is still to maximize his expected value. That is his goal with each trade. Now what you're
[ 2451.56s ->  2459.02s] going to observe here is trader A is continuously updating his pi star. He's continuing to learn,
[ 2459.02s ->  2464.90s] he's continuing to act optimally. He's considering, you know, different things when he goes about
[ 2464.90s ->  2470.52s] placing a trade as the overall environment. It's going to be a function of time, his policy pi star.
[ 2470.72s ->  2476.50s] It's not just going to be a fixed policy. There is no fixed policy. There is no fixed playbook that
[ 2476.50s ->  2481.92s] will enable him to act with positive EV. It's going to depend on the current macro climate,
[ 2482.18s ->  2486.00s] the current regime. What are we working with? Do we have a high volatility regime,
[ 2486.00s ->  2490.76s] low volatility regime? What's our current administration? How do people feel about tech?
[ 2490.88s ->  2498.76s] All of these things play into the decisions that trader A makes based on experience. And what we
[ 2498.76s ->  2505.62s] can see here is trader A has fewer drawdowns and he has overall better performance than trader B,
[ 2505.78s ->  2513.80s] who naively is just trading this strategy of selling vol. And he isn't vetting whether or not it's a good
[ 2513.80s ->  2518.68s] idea at this point in time. He isn't vetting whether or not the overall strategy he's been
[ 2518.68s ->  2523.66s] running is positive or negative expected value. He has these massive drawdowns and he's trying to
[ 2523.66s ->  2528.96s] catch these swings back up. In essence, you know, he doesn't have an optimal policy function. He's
[ 2528.96s ->  2537.12s] trying to find this pi star, but he isn't acting or experiencing in an optimal way. Your objective
[ 2537.12s ->  2545.12s] here is to accumulate experience to generate wealth. And if you are taking big old swings at different
[ 2545.12s ->  2552.12s] trades, different hands going all in, then you're not doing that. You should effectively, once you've,
[ 2552.12s ->  2560.06s] once you've experienced, once you've learned, you should effectively be absolutely stoked to go to
[ 2560.06s ->  2566.72s] work because your expected value is positive. That means you're generating wealth. That is the
[ 2566.72s ->  2572.68s] objective to turn yourself into some sort of optimal policy function that is capable of generating
[ 2572.68s ->  2579.80s] wealth. You should not be irritated to trade or to play poker. If you're a pro, your objective is
[ 2579.80s ->  2583.64s] to accumulate wealth. And if you're acting with positive EV, you go to work. That means you're
[ 2583.64s ->  2590.06s] making money. That is the objective here. So when we look at this space, that is how we have to think
[ 2590.06s ->  2594.66s] about it. We have to think about it in terms of EV. We think about it in terms of a policy function
[ 2594.66s ->  2600.54s] and what levers are we pulling in that policy function? How are, how are we making those
[ 2600.54s ->  2606.60s] decisions, right? What are we doing that is going to influence our EV at the end of the day?
[ 2607.36s ->  2613.52s] That is what we need to consider. That is what you can learn. You can't learn a fixed set of rules.
[ 2613.52s ->  2619.48s] There is no system, no strategy that indefinitely prints money. All of these things, including your
[ 2619.48s ->  2627.36s] pi star, have to continuously change. It is a never solved game. One that continues to operate
[ 2627.36s ->  2634.52s] and change as time progresses. Just about the only thing that you can learn is to enhance your pi star.
[ 2634.94s ->  2640.36s] You want to accumulate as much knowledge as possible. Think about it like understanding the outcome
[ 2640.36s ->  2647.30s] of different hands in the poker sense. And you want to accumulate all of this knowledge to be able
[ 2647.30s ->  2653.28s] to enhance that optimal policy function. So here are some tips from the pros. Probably the most
[ 2653.28s ->  2659.46s] important idea is this idea of tight bankroll management. If you lose all your money, you can't
[ 2659.46s ->  2666.58s] continue to try to make money. You know, people play way too loose when it comes to trading or poker.
[ 2667.12s ->  2673.74s] And it's not a good idea. You can't just take big old swings. Even if you have a pretty high
[ 2673.74s ->  2679.16s] probability of winning, you have to size your bets appropriately. And this gets into number two,
[ 2679.42s ->  2685.08s] understanding bet sizing and dergodic theory. Edge is nothing without effective bet sizing.
[ 2685.90s ->  2693.58s] You should not play every hand. You should not place a trade just to place a trade. Sometimes there is
[ 2693.58s ->  2700.22s] nothing to trade. You should cut losses early. You should not wait for it to come back. You should not
[ 2700.22s ->  2708.86s] over bet on a bluff if you don't think it's going to work. It's not a good idea, especially if you have
[ 2708.86s ->  2714.60s] more information, right? So if you see vault spike and you're in a terrible position, it's not an
[ 2714.60s ->  2719.60s] invitation to just sit there and wait for it to get worse. Same thing with poker. If you raise pre-flop
[ 2719.60s ->  2725.10s] and you observe a flush draw, it's not an invitation for you to make it worse for yourself. Cut your losses.
[ 2725.10s ->  2731.32s] Don't play emotionally. It's easier said than done. Yeah, a hundred percent, but you can't recover
[ 2731.32s ->  2739.90s] big losses on big swings back up. It is always suboptimal. Here's a very basic simulation.
[ 2740.46s ->  2747.38s] Both are experienced players. Both have an optimal policy function, but the player on the left here
[ 2747.38s ->  2754.90s] has a good bankroll policy. The player on the right here does not, and he loses all his money.
[ 2754.90s ->  2761.78s] This is why you have to be very careful when you continue to operate in this space, because
[ 2761.78s ->  2769.32s] if you observe a loss, it is not an invitation to try to catch a win on a swing back up. As you can
[ 2769.32s ->  2774.66s] see here, if we continue to run thousands and thousands of this simulation, you will see it is
[ 2774.66s ->  2781.54s] always statistically suboptimal. You will always lose all of your money if you continue to operate
[ 2781.54s ->  2791.84s] in that way. What it is an invitation to do is to trade, to play poker, whatever it is with positive
[ 2791.84s ->  2798.78s] expected value, just as you were doing all along. Check out my video on retail versus institutional
[ 2798.78s ->  2806.22s] trading. I talk about my year two dates trading performance. I show you, I experience a terrible
[ 2806.22s ->  2812.88s] drawdown, but I don't blow out my account. I continue to act with positive EV and I make
[ 2812.88s ->  2818.38s] all of my money back, but it did take quite some time. That is how this space functions.
[ 2818.94s ->  2825.38s] You must continue to go to work to get paid. It is not easy. There is no shortcut. There is no fixed
[ 2825.38s ->  2832.44s] strategy. There is no such thing as being able to what? Like the gurus say, you know, live life on your
[ 2832.44s ->  2838.48s] own terms, quit your nine to five. It is a fallacy. You're always going to be bearing risk,
[ 2838.84s ->  2846.12s] optimizing your pie star to trade or act optimally in the face of uncertainty. And you will always be
[ 2846.12s ->  2853.72s] at risk of losing money based on this chart here. Clearly experience alone isn't enough, right? Because
[ 2853.72s ->  2859.58s] you can't just keep blowing out your account to gain that experience. So what else do you need beyond
[ 2859.58s ->  2866.92s] experience? Well, you also need knowledge. Experience alone is not sufficient. Neither is
[ 2866.92s ->  2874.28s] knowledge. Both of them are necessary to find an optimal pie star. Neither is sufficient, but
[ 2874.28s ->  2882.86s] knowledge and experience is a deadly combination. Moreover, model informed decision making dramatically
[ 2882.86s ->  2889.56s] enhances edge. This is why even though models are wrong, and I see it on almost every
[ 2889.56s ->  2894.90s] video that whatever model I am talking about is making these assumptions, which are violated.
[ 2895.52s ->  2902.40s] Yes, I understand that, but they're helping you make informed decisions in the face of uncertainty,
[ 2902.56s ->  2910.22s] optimal decisions. They're enhancing your policy function, your overall edge. That is the objective.
[ 2910.72s ->  2918.08s] Okay. So in this context, when it comes to learning some sort of pie star, keep that in mind. All right.
[ 2918.08s ->  2925.94s] Experience and knowledge, a deadly combination. What should you learn about in the trading space
[ 2925.94s ->  2933.00s] to enhance your knowledge, enhance your pie star, your overall edge, you need to understand macroeconomics,
[ 2933.14s ->  2940.74s] behavioral finance, politics, math, probability, statistics, the list goes on. It is not easy.
[ 2941.08s ->  2945.48s] There are no shortcuts. This is how the space works.
[ 2945.48s ->  2951.72s] Some considerations for you. Market making, quant trading, discretionary trading, all are different
[ 2951.72s ->  2959.42s] methods of optimizing expected value. Effectively, your goal is still the same. The way you go about
[ 2959.42s ->  2965.76s] constructing your policy function is different. There's a mathematical justification for each.
[ 2966.22s ->  2973.70s] We will discuss this in a future video. Moreover, this idea of stability can persist even with
[ 2973.70s ->  2982.24s] learned experience. This is the single best argument for discretionary trading that there is. It is the
[ 2982.24s ->  2989.02s] fact that you will continue to see the same poker pros at tournaments. You will continue to observe
[ 2989.02s ->  2996.82s] stable performance in some sort of optimal pie star, even if it's time variant. And that is a very
[ 2996.82s ->  3003.42s] important idea and a topic that we will further discuss in my video on quant versus discretionary
[ 3003.42s ->  3008.78s] trading. Too long didn't watch. Here's your executive summary. Nobody can teach you a fixed
[ 3008.78s ->  3015.08s] strategy for games of incomplete information that involve uncertainty. The environments of things like
[ 3015.08s ->  3022.26s] poker and trading are far too dynamic along with the edge for fixed rigid policies. There is no one
[ 3022.26s ->  3029.00s] playbook that somebody can just hand you to print you money. It literally does not function that way as a
[ 3029.00s ->  3036.18s] space. Beyond structural alphas or market making, these are different topics altogether. We will discuss
[ 3036.18s ->  3045.38s] them in another video. A single trade does not dictate your wealth path. A series of trades does. And the
[ 3045.38s ->  3052.10s] overall expected value dictated by some sort of policy function, which determines how you place the trade,
[ 3052.26s ->  3061.36s] is learned through a combination of experience and knowledge. Now, people often ask me, like, if this is the
[ 3061.36s ->  3068.14s] case, why don't we just deploy AI reinforcement learning machine learning to learn this optimal policy
[ 3068.14s ->  3076.22s] function? Well, you need to feed them that data. They don't ingest data the same way as a human poker
[ 3076.22s ->  3081.92s] player or a human trader. It literally is different. You would have to discretize the entire
[ 3081.92s ->  3088.14s] set of data into an interval tick based. Then you'd have to pass it to the agent. Then it would have
[ 3088.14s ->  3096.72s] to optimize for EV based on a series of actions. It's a mess to operate with. It's a mess. There's
[ 3096.72s ->  3102.06s] evidence in the literature that it's effective in the context of hedging. And yeah, there's structure
[ 3102.06s ->  3107.98s] to learn there for sure. But poker players and traders, the human poker players and traders,
[ 3107.98s ->  3113.06s] are literally learning all of this information in real time in a continuous sense. And they're able
[ 3113.06s ->  3122.00s] to ingest that information without any computational complexity or offline trading. So a very important
[ 3122.00s ->  3128.88s] thing to note there. Optimal policy functions go beyond experience. They demand knowledge, strategy,
[ 3128.88s ->  3134.24s] and understanding of the dynamics of the space. This goes beyond raw probabilities. We looked at an
[ 3134.24s ->  3139.96s] example with good bankroll management and poor bankroll management. We saw even if you act
[ 3139.96s ->  3147.64s] optimally, if you have terrible bankroll management, you will still go bankrupt. So it's not just about
[ 3147.64s ->  3156.65s] experience and acting optimally, but you have to have structure to that pi star function. Experienced
[ 3156.65s ->  3163.17s] players and agents can only inform us about decisions for our policy function to aid in maximizing
[ 3163.17s ->  3169.15s] as your expected value. In other words, nobody can teach you to trade, but they can tell you what a
[ 3169.15s ->  3175.75s] good structure is for your policy function and how you can enhance your policy function to make
[ 3175.75s ->  3183.09s] more positive EV decisions over time. That is effectively what I'm, I'm proving mathematically
[ 3183.09s ->  3189.17s] by showing you that the EV is a function of your policy function. And that policy function has to be
[ 3189.17s ->  3197.99s] learned through experience. This gets at the idea that there is no one size fits all system or rule
[ 3197.99s ->  3206.19s] to print money trading. It's about accumulating EV over a series of hands, trades, etc. And this is
[ 3206.19s ->  3213.17s] what separates those who make money from those who don't. Some future topics I would like to discuss
[ 3213.17s ->  3217.85s] technical videos and other discussions. Advanced Markov chains is certainly on the docket. I've gotten a
[ 3217.85s ->  3222.15s] few requests for those. If this is something that you'd like to see sooner rather than later, please let me
[ 3222.15s ->  3226.59s] know in the comments section below. I'd like to get into stochastic processes, Brownian motion,
[ 3227.23s ->  3231.99s] arithmetic, geometric, additive, multiplicative, Brownian motion, deriving the Black-Scholes equation,
[ 3232.51s ->  3238.91s] PDEs, numerical solutions versus analytical solutions, connections to simulated prices. These are more
[ 3238.91s ->  3244.67s] technical topics, but certainly on the docket, things that I would like to get back to. I know the Kalman
[ 3244.67s ->  3250.05s] filter has been on the docket for quite some time as well. This idea of non-stationarity is a big
[ 3250.05s ->  3254.51s] problem in quant modeling. If this is something that you would still like to see again, please let
[ 3254.51s ->  3260.51s] me know in the comments section below. Some other discussions, is the market random quant versus
[ 3260.51s ->  3266.75s] discretionary trading? Again, these are all ideas that I've had for quite some time. Along with these
[ 3266.75s ->  3272.01s] ideas for quant builds, building this earnings events, options trading dashboard, this live Kalman
[ 3272.01s ->  3277.01s] filter implementation with regime dynamics. Since we've now covered Markov chains and hidden Markov
[ 3277.01s ->  3283.13s] models, that's accessible to us now. We still have to cover the Kalman filter first, but in any case,
[ 3283.51s ->  3289.43s] that can then be dropped into some sort of delta neutral trading system, which I think is this big
[ 3289.43s ->  3293.79s] project that we're kind of building towards here. So let me know in the comments what you would like
[ 3293.79s ->  3300.19s] to see in the coming videos. That's going to do it for this video on proving trading can't be taught,
[ 3300.19s ->  3306.95s] but as we've seen, there is still a lot to learn. I hope you enjoyed the video. I hope you learned
[ 3306.95s ->  3313.29s] something. This video certainly took a lot of effort to create, so please like, comment, subscribe,
[ 3313.57s ->  3320.51s] share. Again, it helps me out tremendously. It is so greatly appreciated. Check out quantguild.com
[ 3320.51s ->  3326.33s] to master your quantitative skills. Other than that, thank you so much for watching,
[ 3326.33s ->  3329.17s] and I will see you in the next video.
