[    0.46s ->     7.84s] Hey guys, Roman here, quantitative researcher and trader, founder of Quant Guild. I have a
[ 2336.64s ->  2342.60s] right, we need to use the spot price as our reference. Effectively, what I'm going to do here is I'm
[ 2342.60s ->  2350.46s] going to say the option right is going to be a call if what, if the strike price is greater than or equal
[ 2350.46s ->  2360.42s] to the spot. Otherwise, we are going to be getting a put contract. Now we can actually create this map,
[ 2360.58s ->  2367.08s] right? We're going to create this map of the request ID to the expiration and the strike. If you
[ 2367.08s ->  2375.10s] recall, in our ID map, we have as an input the request ID, and this will be equal to now a tuple
[ 2375.10s ->  2383.29s] of the expiration and the associated strike. We can now use the request ID that we're iterating.
[ 2383.45s ->  2389.37s] Remember, we're creating this nested for loop. We're iterating through request IDs. We can now go
[ 2389.37s ->  2395.23s] ahead and actually use that request ID to make this data stream request. I'm going to say
[ 2395.23s ->  2403.25s] app.rec market data. And I am going to use the rec ID for this iteration. I'll use the option contract
[ 2403.25s ->  2414.14s] that I just constructed here. And I'm also going to set the particular tick tag to 106 for implied
[ 2414.14s ->  2422.80s] volatility. And I will just use the same parameters as our previous request. And now I'm going to
[ 2422.80s ->  2435.79s] increment the request ID and then I will also sleep very briefly. And that will allow us to create all
[ 2435.79s ->  2445.49s] of the live data streams for the option contracts that we are specifying by this particular set of
[ 2445.49s ->  2453.51s] strikes and expirations or maturities. What's really nice here is this is completely dynamic. If I close
[ 2453.51s ->  2460.11s] this program and I run it again next week, I am going to rebase it at whatever the particular
[ 2460.11s ->  2471.06s] contract or underlying is currently trading app. So that is how we establish the data streams for each
[ 2471.06s ->  2477.02s] of those option contracts, the implied volatilities. Now we are just going to return the app itself.
[ 2477.02s ->  2488.18s] And that will do it for the start app wrapper. We're now going to work on the plotting. The plotting is
[ 2488.18s ->  2495.28s] going to require a few different classes. And we're going to also incorporate that idea of a locked
[ 2495.28s ->  2501.90s] state so we can explore the surface and skew without it updating on us if we would like to lock the
[ 2501.90s ->  2506.56s] current state. We're now going to look to build out the visual component of the application. We'll start
[ 2506.56s ->  2512.76s] with the actual plot state whether it's locked or not. If we lock it, we can explore the volatility
[ 2512.76s ->  2518.46s] surface and skew without worrying about it updating. When we unlock it, data is going to continue to flow
[ 2518.46s ->  2524.72s] to both the surface and the skew. So I'll say class. We're going to call it plot state. In the
[ 2524.72s ->  2532.36s] constructor, I really only care about creating one field and that is self.isLocked. We are going to
[ 2532.36s ->  2539.28s] begin by setting it equal to false. We're going to let data flow freely until the user locks it. I'm
[ 2539.28s ->  2545.84s] going to say def toggle self event. This is going to be called on a specific event. And we know what
[ 2545.84s ->  2551.44s] that event is because we already imported it. And it's going to be a button click from matplotlib
[ 2551.44s ->  2559.10s] widgets. So the first thing we're going to do once we call this particular method here is we are going
[ 2559.10s ->  2565.48s] to toggle that is locked Boolean. I'm going to say self.isLocked and I want to flip it from false
[ 2565.48s ->  2571.72s] to true or true to false. How do I do that? Well, I'm just going to get what it originally was and I'm
[ 2571.72s ->  2577.86s] going to negate it. I'm just going to say not whatever it used to be. So if it was true, not true
[ 2577.86s ->  2584.82s] would be false. If it was false, then not true or then not false would be true. So that is how we are
[ 2584.82s ->  2591.24s] just going to flip it. Then I'm going to set the button label itself, which we're going to have
[ 2591.24s ->  2597.74s] to create and I'm just going to create it globally below button label dot set text. This is going to
[ 2597.74s ->  2608.28s] be unlock updates. If self dot is locked, else we are going to say lock updates. So this is going to
[ 2608.28s ->  2616.02s] allow you to lock and unlock updates based on what this flag is currently sitting at. Then I'm going
[ 2616.02s ->  2623.76s] to draw the plot. Okay. So once we click it, we are just going to draw the plot based on the current
[ 2623.76s ->  2629.42s] data. And when we unlock it, we're just going to iteratively update it in a later function call.
[ 2629.84s ->  2638.14s] So that's going to do it for the plot state. We're going to implement this after we build a wrapper
[ 2638.14s ->  2649.56s] for the application plot itself. So let's go ahead and do that. Def live desktop plot. This is going to
[ 2649.56s ->  2659.56s] take an app as an input. PLT dot I O N is going to be our basis for plotting. Fig is equal to PLT dot
[ 2659.56s ->  2671.95s] figure. Fig size is going to be 16 by nine. And then the canvas itself, we are going to set the window
[ 2671.95s ->  2687.39s] title to the quant guilds live volatility surface. And I'm also just going to set a face color.
[ 2687.39s ->  2700.78s] I'll create a patch to zero B zero D zero F. All right. Keeping everything in dark mode.
[ 2701.50s ->  2708.46s] Now I need to create the 3d plot itself to do this. I need to specify a 3d plot and a 2d plot,
[ 2708.46s ->  2714.92s] and I need to place it on our application window in two different locations. So I'm going to specify
[ 2714.92s ->  2720.60s] the number of rows and columns to take up and where to actually place it on the grid of our application.
[ 2720.60s ->  2729.98s] So I'm going to say ax three D is equal to PLT dot subplot to grid. And I'm going to first set the
[ 2729.98s ->  2736.90s] shape of the chart. I'll make it one and three. And I'm also going to give it a location of zero comma
[ 2736.90s ->  2747.71s] zero. I'll give it a column span of two and I will make the projection 3d. All right. And for the skew
[ 2747.71s ->  2754.99s] itself, I am going to do the same thing. Subplot to grid, I'll give it the same shape,
[ 2755.55s ->  2760.51s] but I'm going to move it to the right. I'll make it zero comma to give it a little space in between,
[ 2760.51s ->  2766.67s] because remember, we're spanning two columns on the 3d plot here, the column span, and the rest will
[ 2766.67s ->  2775.52s] suffice for the skew as default. So those are going to be our subplots where we're actually going to place
[ 2775.52s ->  2782.56s] the data in terms of a visualization. Now we can go ahead and initialize the plot state for locking
[ 2782.56s ->  2790.18s] based on our button. So I'm going to say state is equal to plot state. And then I'm going to create
[ 2790.18s ->  2797.86s] a button, give it some dimensions and place it on the chart. I'll say ax button is equal to PLT dot axes.
[ 2797.86s ->  2811.20s] And I'm going to use 0.42, 0.03, 0.12 and 0.04. I'm going to create the actual button now as a global
[ 2811.20s ->  2818.04s] variable so that we can access it here through the button label. So what I'll say is button label
[ 2818.04s ->  2826.50s] is a global. And the button is going to be equal to a new button that we've imported from the map plot
[ 2826.50s ->  2833.56s] lib widgets. And here I am going to specify it as the ax button that we've placed. And I'm going to
[ 2833.56s ->  2840.58s] have it default to lock updates. This makes sense because we are defaulting to data flowing to the
[ 2840.58s ->  2847.68s] visualization. So the button is going to allow us to lock that data flow. It is going to block the data.
[ 2847.68s ->  2861.92s] We will set a consistent color. So it's on theme 1F2329. And the hover color is going to be just
[ 2861.92s ->  2872.74s] slightly different to D333B, keeping the nice dark mood theme here. And now I'm going to say the button
[ 2872.74s ->  2881.03s] label locally is equal to the button label globally. And the button label here, we are going to set
[ 2881.03s ->  2895.62s] the color to white, set the color to white for the text and the font size. I'm just going to set to nine
[ 2895.62s ->  2908.49s] and button dot on clicked. What are we going to do? Well, we are going to toggle the state. So I'm going to
[ 2908.49s ->  2918.11s] say state.toggle. That is going to be what we are targeting effectively. This method here in our plot
[ 2918.11s ->  2928.18s] state object, which we've created right here. All right, cool. So now we're going to effectively print
[ 2928.18s ->  2937.74s] to our console that we are going to launch effectively the live implied volatility surface.
[ 2937.74s ->  2957.98s] Okay. Now we need to construct the main logic in the chart itself and fetching the data from our
[ 2957.98s ->  2964.10s] app. Because if you recall, the live surface app, isn't just our requests, or it's also our data
[ 2964.10s ->  2972.04s] warehouse. And at this point we've started the app, the flow of data is already there. We've effectively
[ 2972.04s ->  2979.66s] started the data streams for each of the options in our implied volatility surface. Now we just need
[ 2979.66s ->  2986.36s] to get them from the dictionaries in our live surface app, and then use that information to
[ 2986.36s ->  2991.52s] create our plots, our surface and our skew. So that's what we're going to do. I'm going to say, try
[ 2991.52s ->  2998.90s] while true, which is going to do this indefinitely until the application closes. The current data is going
[ 2998.90s ->  3005.12s] to be equal to an empty list. And now I'm going to effectively just get a snapshot of the current
[ 3005.12s ->  3012.66s] implied volatility dictionary keys to iterate safely. This is just to avoid any issues or misalignment.
[ 3012.66s ->  3023.92s] So I'm going to say rec IDs is equal to list app dot IV dict dot keys. Keep in mind, we stored in this
[ 3023.92s ->  3032.00s] IV dictionary by request ID, the implied volatility. So we're getting the keys, which are the request IDs
[ 3032.00s ->  3041.09s] for all of the request IDs in rec IDs. What are we going to do? Well, the IV is equal to app dot
[ 3041.09s ->  3052.48s] IV dict for that particular request ID, the expiration and the strike is equal to the app dot ID map for that
[ 3052.48s ->  3058.18s] particular request ID. This is what's linking everything together. If you remember, when we created these
[ 3058.18s ->  3066.77s] dictionaries in the live surface app, we said we would be storing the implied volatility by our request ID. And we
[ 3066.77s ->  3075.29s] would also be storing the ID map by request ID. And what that means is we can link them together using
[ 3075.29s ->  3083.47s] that request ID. So that's effectively what we're doing here. And this was done in this loop here.
[ 3083.85s ->  3090.71s] If you do recall, when we go here to request the market data, we give it a valid request ID.
[ 3090.71s ->  3098.17s] And that request ID is used to store the strike and expiration. Then the server is going to respond
[ 3098.17s ->  3105.67s] with that exact same request ID to the callback method. And that is why we're able to link them
[ 3105.67s ->  3112.58s] together very, very easily. Because the callback method is going to have the same request ID
[ 3112.58s ->  3118.82s] for the parameters of that particular contract that we requested at that iteration of the nested
[ 3118.82s ->  3127.17s] for loop. Wonderful. So current data, we are then just going to append and I'm going to sort this as a
[ 3127.17s ->  3140.41s] dictionary, the expiry as the XP, the strike as the strike, and the implied volatility as the IV.
[ 3143.52s ->  3152.10s] Cool. So now we are going to just add some housekeeping stuff. If the length of the current data is
[ 3152.10s ->  3159.12s] greater than 10, we are going to progress to the visualization. If it's not, we're going to say
[ 3159.12s ->  3165.94s] there's insufficient data. Okay. So this is going to be effectively our threshold for visualization.
[ 3169.17s ->  3179.72s] We're going to create a new data frame so that we can better work with the indices for the implied
[ 3179.72s ->  3188.10s] volatility. I'm going to say pivot is equal to df.pivot table. And in this case, the index is going to be
[ 3188.24s ->  3200.67s] the expiry. The columns are going to be the strike. And the values are going to be the implied
[ 3200.67s ->  3208.83s] volatility. And we are going to sort by the index. And we are going to sort by the index on the other
[ 3208.83s ->  3216.62s] axis as well. Okay. So effectively, what we're doing here is we are sorting the expiry and the
[ 3216.62s ->  3225.60s] strike. And this is going to give us then a pivot table of implied volatility by what? By our expiry
[ 3225.60s ->  3230.94s] and strike. What does that sound like? It's an implied volatility surface, right? Just in a tabular
[ 3230.94s ->  3237.60s] format. So our goal now is to actually visualize this and raise the values on that z-axis. And we'll
[ 3237.60s ->  3245.90s] have the corresponding indexing on the so-called x and y axes there, creating that 3D plot. So that's
[ 3245.90s ->  3253.78s] our pivot table. In order to accomplish that, I'm going to add interpolation. Now I'm going to say pivot
[ 3253.78s ->  3261.40s] equals pivot dot interpolate method. And we're just going to use linear interpolation here. The axis
[ 3261.40s ->  3274.46s] will be zero. And I will say b fill and f fill. This can turn into a very interesting data imputation
[ 3274.46s ->  3280.34s] problem very quickly. Certainly goes beyond the scope of this video starts to get into a data science
[ 3280.34s ->  3285.42s] discussion, a financial mathematics discussion, the no arbitrage, the arbitrage free nature of the
[ 3285.42s ->  3290.08s] implied volatility surface calendar versus butterfly arbitrage. But here, what we're doing is effectively
[ 3290.08s ->  3294.90s] saying, Hey, we're going to interpolate. And if we're missing any values, let's just backfill and
[ 3294.90s ->  3301.16s] forward fill. And we're going to do both because if we just backfill, we might have NAs or NAN values
[ 3301.16s ->  3305.42s] going forward, in which case we would need to forward fill. So we're just going to do both.
[ 3305.88s ->  3310.06s] And that is going to be the interpolated pivot table. If you don't know what interpolation is,
[ 3310.34s ->  3316.04s] effectively, if I have two points, one here and one here to connect them, I'm going to draw a line.
[ 3316.60s ->  3323.08s] That is linear interpolation. There are plenty of ways to interpolate. That is simply one way. And
[ 3323.08s ->  3328.24s] this does turn into more of a data imputation problem where, you know, it turns into how do you go
[ 3328.24s ->  3334.32s] about filling those missing values. And this is what I had even said with the illiquid strikes,
[ 3334.50s ->  3339.28s] right? If we take a look at this range of strikes here, these are our target strikes. Once you start
[ 3339.28s ->  3343.06s] to go further and further and further out, you're going to have some missing data issues. And you're
[ 3343.06s ->  3349.72s] going to see, and you can test this on your own. If you make that maybe 0.5 and 1.5, then you're
[ 3349.72s ->  3355.72s] going to have some really funky looking plots due to the way that we're handling the interpolation
[ 3355.72s ->  3360.96s] there. It's effectively going to backfill, which of course is not going to be appropriate in some
[ 3360.96s ->  3367.06s] cases, depending on even what's returned by the server. So I'll digress before I go down too much
[ 3367.06s ->  3372.18s] of a rabbit hole discussing this idea of data imputation and interpolation. In any case, what
[ 3372.18s ->  3379.28s] this is going to allow us to do is construct the surface and the skew. We don't have a continuous set
[ 3379.28s ->  3384.18s] of strikes. We have discrete sets of strikes. So it's going to be, you know, in this case,
[ 3384.18s ->  3388.92s] we're looking at increments of one and then another increment of one. That's the space
[ 3388.92s ->  3396.56s] between the strikes that we are looking at in this case. So in order to draw a smooth skew
[ 3396.56s ->  3403.56s] or a volatility surface, instead of just points in space, we have to interpolate. All right. So
[ 3403.56s ->  3408.66s] that's what we're doing here. Otherwise we just have points. That's all an implied volatility surface
[ 3408.66s ->  3414.00s] would be, but we're going to be interpolating here. Now we're going to create the mesh grid
[ 3414.00s ->  3422.68s] itself for the 3d visualization, but I'm noticing here that we actually haven't included the logic
[ 3422.68s ->  3431.46s] to not update the charts if we're locked. So what I'm going to do is I'm going to say,
[ 3432.78s ->  3442.64s] if state dot is locked, then what are we going to do? We are going to pass. So really it's,
[ 3442.64s ->  3449.37s] if not state is locked, then we're going to look to update everything. So that's what we're doing
[ 3449.37s ->  3459.56s] here. And I will tab the rest of this in. All right, cool. So now we've considered the state.
[ 3459.64s ->  3463.74s] We're not just going to arbitrarily update it indefinitely. We're only going to do that
[ 3463.74s ->  3477.18s] if we are not currently locked. Now let's create the mesh grid. We're going to say X and Y index.
[ 3477.18s ->  3486.93s] This is going to be equal to MP dot mesh grid. We are going to use the pivot columns and MP dot a range,
[ 3486.93s ->  3500.02s] the length of the pivot index. All right. So this is going to give us our X and Y index. Now we can go
[ 3500.02s ->  3507.42s] ahead and say Z is equal to pivot dot values, where Z is going to be our collection of implied
[ 3507.42s ->  3518.04s] volatilities. All right, cool. Now we're going to save the current camera angle so that when we
[ 3518.04s ->  3525.24s] redraw the 3d surface, it doesn't just jump back to a default position. This will be an issue
[ 3525.24s ->  3531.52s] when you try to go and update different visualizations in three dimensions, the camera
[ 3531.52s ->  3536.96s] angle is subject to change similar to how you can change where you're zoomed in on a 2d plot.
[ 3536.96s ->  3542.38s] If you don't consider where the camera currently is and the chart updates, it could jump around. So
[ 3542.38s ->  3557.47s] I'm going to say current elevation, current camera angle in general is equal to X 3d dot E L V X 3d dot
[ 3557.47s ->  3569.16s] A Z I M. Okay. So we're going to use this for when we actually redraw the plot. So I'm going to say
[ 3569.16s ->  3587.92s] X 3d dot clear, X 3d dot set face color, and we're going to make it 0 B 0 D 0 F X 3d dot plot surface.
[ 3591.20s ->  3600.08s] And to plot the surface, we are going to give it X, Y index, Z, a color map. I'm going to use magma to
[ 3600.08s ->  3612.48s] stay on the dark theme, the edge color. In this case, I'm going to choose white and I'm going to set
[ 3612.48s ->  3627.29s] the line width to be 0.1 and have some slight opacity 0.9. Okay. Now we need to set the labels
[ 3627.29s ->  3637.66s] and title for the three dimensional plot. So I'll say X 3d dot set Y ticks. This is going to be MP dot
[ 3637.66s ->  3650.30s] a range, the length of the pivot index. And for the labels themselves, we're just going to use
[ 3650.30s ->  3659.50s] the pivot index. So I'm going to say X 3d dot set Y tick labels. This is just going to be pivot dot index.
[ 3660.56s ->  3668.24s] All right. And then we're going to set the title to be live volatility surface with the current time.
[ 3680.43s ->  3690.33s] So we're going to get the current time is time string format time. We are going to do our minute
[ 3693.48s ->  3702.46s] seconds, our minute seconds. And then the color of this, of course, will be white for the text.
[ 3706.51s ->  3714.75s] Now we set the camera angle. So after we clear the plot, we repaint everything. We don't just jerk
[ 3714.75s ->  3724.67s] it back to a standard position. I'm just going to say view in it. The elevation is going to be the
[ 3724.67s ->  3741.93s] current elevation. And then the A Zim is going to be the current A Zim. Great. So that is going to
[ 3741.93s ->  3749.13s] effectively repaint the 3d plot canvas, and it's going to update it with the implied volatilities
[ 3749.93s ->  3757.21s] based on what we have here in X, Y index and Z. And we're, of course, pulling the most relevant data
[ 3757.21s ->  3768.04s] here. All right. Nice. Now, what we're going to do is the same thing for the skew plot. We're going to
[ 3768.04s ->  3773.16s] clear it. But in that case, we don't have an interactive chart, so we don't have to worry about
[ 3773.16s ->  3779.64s] a camera angle. So I'm just going to clear the skew plot and plot everything for the shortest dated
[ 3779.64s ->  3785.16s] maturity. And what we have here, it's going to be a zero DTE option. So I'm going to say
[ 3785.16s ->  3798.81s] xsq.clear, xsq.setFaceColor. We're going to say, keep everything on theme, 161B22.
[ 3801.08s ->  3808.28s] The nearest expiration is going to be the zeroth value or the zeroth index in the pivot index.
[ 3811.61s ->  3814.89s] And the skew data is going to be
[ 3814.89s ->  3825.77s] the pivot.iloc. This is the entire row zero. All right. So what we're actually looking at here is,
[ 3825.77s ->  3832.33s] do you remember for our pivot table, right? What are we indexing by? We're indexing by maturity.
[ 3832.33s ->  3838.17s] We get the zeroth maturity. That is the latest dated one. Because if you recall, we sorted everything
[ 3839.05s ->  3847.93s] when we retrieved the list of strikes and maturities. So we come on down here, we set the nearest
[ 3847.93s ->  3854.01s] expiration to the zeroth value in this particular index, which is going to be in this case today.
[ 3854.65s ->  3863.37s] And we're going to locate what the implied volatilities for that nearest dated set.
[ 3863.37s ->  3869.69s] All right. So it's going to be for the strikes that we have listed, all of the implied volatilities on
[ 3869.69s ->  3887.84s] this expiration. Very cool. I will set the title to be the front month skew of the nearest expiration.
[ 3888.72s ->  3900.60s] We'll make it white. I'm going to say, we are going to
[ 3902.20s ->  3911.98s] plot last. We'll say, let's put a vertical line. So we'll do on this skew, let's plot the vertical
[ 3911.98s ->  3916.70s] line for the current spot price. So we can see where everything is relative to the out of the money
[ 3916.70s ->  3929.15s] calls inputs. We'll say, um, acts V line. And we will say X is equal to app dot X is equal to app dot
[ 3929.15s ->  3942.52s] spot price. The color is going to be red and we can do F F three E three E and the line style is going to
[ 3942.52s ->  3950.28s] be dotted dashed. Could you dotted if you like as well? Now we actually need to plot the data. So we
[ 3950.28s ->  3957.56s] have our vertical line. We have our title. Let's actually plot it. I'll say skew data dot index skew
[ 3958.12s ->  3964.76s] data dot values. Remember we're getting that from our pivot table. It's exactly why we imported pandas here.
[ 3965.56s ->  3980.59s] And now we are going to set the marker to be circles and we'll choose a nice blue color for this.
[ 3985.12s ->  3999.50s] Cool. So the updates don't just roll in continuously effectively with incredibly small timeframes. I'm
[ 3999.50s ->  4009.44s] just going to say PLT dot pause in between repainting each chart. We'll sleep maybe 0.5 seconds.
[ 4010.00s ->  4016.00s] All right. Just so we don't spam our user interface with updates. You can make this as small as it needs
[ 4016.00s ->  4022.64s] to be. I think in terms of visual action, if you're trying to actually observe a surface, it really
[ 4022.64s ->  4029.04s] doesn't need to be as it doesn't need to be much smaller than this. Uh, this is very close to real time
[ 4029.04s ->  4035.20s] updates. Now, if you did need real time updates, then you wouldn't be visualizing this. Everything
[ 4035.20s ->  4040.08s] would be done computationally, right? You have the pivot table, you would run calibration on the
[ 4040.08s ->  4046.00s] pivot table. You don't visualize your calibration, right? If you wanted to ensure it was arbitrarily
[ 4046.00s ->  4050.64s] correct and the fit was reasonable, you would do that in the research phase here. Then you would look
[ 4050.64s ->  4058.48s] at, you know, your, in terms of how many vol points, um, your, your error is to calibrating your stochastic
[ 4058.48s ->  4065.44s] vol model or any, um, stochastic model to your volatility surface to assess its efficacy. But
[ 4066.24s ->  4073.39s] in the context of updates, you know, we don't need real time here for calibration. Sure. All right.
[ 4073.95s ->  4079.15s] Um, if we do have an error, right, we have, uh, some, some form of a keyboard interrupt here,
[ 4080.27s ->  4090.20s] let's say, except a keyboard interrupt, we are going to disconnect the app and we are going to
[ 4090.20s ->  4104.65s] close the block. Cool. Now we can create our main load function here. If name is equal to main,
[ 4105.61s ->  4111.10s] what do we do? Well, we need to create an instance of our app. So I'm going to say,
[ 4111.10s ->  4117.02s] call that wrapper function, start app. What symbol are we going to use? Let's just default to SPY for
[ 4117.02s ->  4125.74s] now. I'm going to print that the app has started. And now I am going to sleep to allow it to populate
[ 4125.74s ->  4132.30s] with not only the data, but initialize all of the live data streams. I'll say time.sleep will sleep for
[ 4132.30s ->  4141.02s] 10 seconds. And then I will create my live desktop plot with that app instance. And that should be
[ 4141.02s ->  4147.10s] everything. We are now ready to give this a test run. It wouldn't be a quant build without a little
[ 4147.10s ->  4155.74s] bit of debugging. What I've noticed here is when I give this a run, I get an error and it tells me,
[ 4156.54s ->  4164.14s] did you mean resolved? I certainly did. So we'll go on over to line 70, where we find our threading
[ 4164.14s ->  4172.38s] event and we will say app.resolved, which is what we defined in the constructor. The next issue
[ 4173.02s ->  4178.38s] that I've noticed is if we go ahead and try to run this again, we are going to acknowledge the
[ 4178.38s ->  4185.90s] connection, but we are going to get an error when we try to construct the user interface because the
[ 4185.90s ->  4194.46s] button that we set globally, the button label needs to be equivalent to the button's actual label. So if
[ 4194.46s ->  4208.01s] we go into our user interface, we're going to find button label is equal to button label. In reality,
[ 4208.01s ->  4215.93s] this should be the buttons labeled btn dot label. So we're actually setting this variable to be the
[ 4215.93s ->  4222.57s] buttons label. So we can then effectively update it via the toggle method in the plot state.
[ 4223.69s ->  4229.37s] The last thing that I noticed is that when we actually create the pivot table,
[ 4230.62s ->  4235.98s] we have not populated the data frame with any data. So it's looking for expiration,
[ 4235.98s ->  4242.94s] strike and implied volatility for an empty data set. So I need to give it the current data of
[ 4242.94s ->  4248.78s] expiration, strike and implied volatility. So I'll do that right here, current data. And now
[ 4249.74s ->  4257.34s] everything should work as intended. So I'm going to give this a run here. We have acknowledged the
[ 4257.34s ->  4262.78s] connection to trader workstation, the IB gateway, whichever you choose to use interactive brokers.
[ 4263.42s ->  4271.58s] And now we need to construct the data feeds themselves. So we should get an app started
[ 4271.58s ->  4278.14s] notification here in our terminal. There we go. And now it's going to start all of those live data
[ 4278.14s ->  4285.74s] feeds for the contract parameters that we have specified or really requested from the server. And
[ 4285.74s ->  4294.78s] now we have successfully launched our live implied volatility surface. This is going to update in real
[ 4294.78s ->  4300.22s] time, you can see the spot price moving over here. This is our 3d surface. Again, we have the
[ 4300.22s ->  4306.22s] interpolation there is going to be a linear interpolation. You're also observing it here in
[ 4306.22s ->  4313.50s] the skew that is a byproduct of what we did with the pivot table. And we can also choose to lock it.
[ 4313.50s ->  4319.10s] So now we will not have any updates to the surface if we would like to investigate it.
[ 4320.06s ->  4328.22s] And that is effectively the final product. This is a live volatility surface that we built
[ 4328.22s ->  4335.58s] from scratch using Python and interactive brokers. That's going to do it for this quant build. I hope
[ 4335.58s ->  4341.02s] you enjoyed. I hope you learned something. This quant build took a tremendous effort to put together.
[ 4341.02s ->  4344.70s] So if you enjoyed it and you want to see more like it in the future, please like comment,
[ 4344.70s ->  4351.10s] subscribe, share. It helps me out tremendously. It is always greatly appreciated. If you'd like to see
[ 4351.10s ->  4357.82s] extensions and applications of this live volatility surface, more dedicated videos discussing the
[ 4357.82s ->  4364.38s] volatility surface in general and short dated skews, certainly let me know in the comments below.
[ 4364.38s ->  4370.70s] If you'd like to master your quantitative skills, check out quantguild.com. Other than that,
[ 4370.70s ->  4384.38s] I want to thank you so much for watching and I will see you in the next video.
