[    0.00s ->     8.18s] Moment of truth. Run. Boom. Here's our user interface. Just as we drew it up, we are going
[ 2280.03s ->  2287.23s] with a thesis and a price target. And then we are going to have it execute a trade based on that thesis.
[ 2287.23s ->  2291.63s] You can give it more information. You can continue to condition such that you tell it to
[ 2291.63s ->  2299.39s] use different time horizons, maybe short-term a week, four weeks, three months, a quarter, maybe
[ 2300.67s ->  2307.95s] six months, a year, a couple of years. You can do this in any capacity, right? The efficacy of all of
[ 2307.95s ->  2316.27s] this is certainly subject for discussion. I have literally no idea how this will perform. Nobody does.
[ 2316.27s ->  2322.83s] You cannot backtest this something like this in this capacity. Um, there's so much bias. If you
[ 2322.83s ->  2328.27s] try to backtest it in any capacity, I would treat this more like a filter for decision making. Think
[ 2328.27s ->  2333.95s] of it more like, like poker than anything else. It's like, is this guy bluffing? No amount of back
[ 2333.95s ->  2338.03s] testing is going to help me with this one decision right now. It's going to collapse to a binary zero or
[ 2338.03s ->  2344.19s] one at the end of the day, this is going to be, maybe it'll work really well. Sometimes maybe it won't
[ 2344.19s ->  2350.99s] other times. Um, I would say, because this could be used by a very large number of people that
[ 2350.99s ->  2355.95s] it's going to be an incredibly skewed distribution. Likely, if we just implemented this blindly
[ 2355.95s ->  2360.75s] for a very large sample size, a very few select people will make a tremendous amount of money.
[ 2360.75s ->  2365.87s] And then everyone else is going to probably, you know, blow out their account. Um, like I said,
[ 2365.87s ->  2371.47s] if it is the former, then I definitely think I deserve a percentage of the P and L.
[ 2371.47s ->  2375.95s] If it's a little louder than this was for educational purposes only. And this is not
[ 2375.95s ->  2382.22s] financial advice. So while this is implementing the monolithic scripts, I'm going to post on
[ 2382.22s ->  2386.94s] discourses about this endeavor. So I'll go over to the commons. Uh, I'm going to,
[ 2387.58s ->  2391.02s] cause this is where I'm going to post the monolithic script at the end of the day.
[ 2391.02s ->  2395.74s] So if you'd like access to this script, I'm going to post it on discourses. I'm rolling out a new
[ 2395.74s ->  2401.26s] update to prod where you can actually add scripts to a post. And I'm just going to pin this to
[ 2401.26s ->  2406.54s] my profile. So if you want to access it, you can head on over to discourses. I'm going to select the,
[ 2407.74s ->  2413.21s] I guess the trading strategies, maybe machine learning. Now I'll do trading strategies,
[ 2413.21s ->  2424.40s] trading strategies tab. I'm going to say I'm currently recording a video building a chat GPT
[ 2427.21s ->  2442.41s] trading bot from scratch using IB API and open a eyes Python SDK, literally recording the video.
[ 2442.41s ->  2455.24s] As I type, if you'd like access to the source code, like this message, I'll create a new post later on.
[ 2455.80s ->  2467.68s] After I roll an update to prod that allows me to attach Python scripts to these posts.
[ 2470.28s ->  2477.08s] Cool. Give her the old post. And I didn't have my daily find yet today. So I'm going to see what I
[ 2477.08s ->  2488.44s] get today. Oh, let's go. That's sick. I got a, an exotic. All right. Word. All right. That worked out
[ 2488.44s ->  2496.57s] really good. That's so sick. Dang. All right. On, on cam too. I'll equip it. People are getting some
[ 2496.57s ->  2502.49s] pretty monster finds today, but, uh, awesome. Uh, that's great. That that's the loot system baked
[ 2502.49s ->  2507.69s] into, uh, into discourses there. So, you know, as you post, you can find loot and then you can,
[ 2507.69s ->  2513.21s] you know, flex it on your, your account there. Um, let's see here. Let's go back over to cursor.
[ 2514.43s ->  2522.04s] See how we're doing here. Is it using an environment variable again? Come on, dude,
[ 2522.04s ->  2527.00s] don't use environment variables. Do, do it like we're supposed to in prod and hard code the private
[ 2527.00s ->  2539.60s] key, like a man. Let's see. I'll head on over to this example. Take this API key and give it a quick
[ 2539.60s ->  2552.89s] search. See what ends up happening here. I don't see it hard coded. Do not hard code. Don't tell me what to
[ 2552.89s ->  2561.88s] do. Are you joking me? Dude, hard code this. This is outrageous. All right. No. Why are you using
[ 2561.88s ->  2567.16s] URL lib? I told you it doesn't make any sense. How is it scraping news? Don't tell me it's,
[ 2567.16s ->  2571.40s] it's trying to web script. It's fetching Yahoo finance headlines. I'm going to take over the world.
[ 2571.40s ->  2580.92s] Ladies and gentlemen, I want it to use the IB API to fetch the news headlines. That is outrageous.
[ 2580.92s ->  2588.76s] That is, that is absolutely outrageous. All right. Let's get this fixed. Um, do not use external
[ 2588.76s ->  2604.56s] sources for news. You should be using IB API and fetching news there. Also, this is for testing purposes.
[ 2605.84s ->  2616.67s] Hard code, the secret key like a man. All right. And then we should be all set. That should be
[ 2616.67s ->  2620.51s] everything that we need. Let's give it a quick run here and see how we're working with this Yahoo
[ 2620.51s ->  2627.39s] finance web scraping nonsense. Um, okay. Open AI key is not set because it tried to push it into an
[ 2627.39s ->  2633.39s] environment variable. That is exactly what we are dealing with right now. So I'm going to wait for
[ 2633.39s ->  2640.43s] this to hard code the private key as I had intended, and then we can work from there. I cannot believe
[ 2641.31s ->  2649.29s] that I told it to use, I told it to hard code it and it's sidestepping, sidestepping me. It says,
[ 2649.29s ->  2658.49s] do not hard code. You see this? It's telling me, do not hard code. Come on, man. All right. And then we're
[ 2658.49s ->  2675.58s] going to see if we could place, uh, a trade with, uh, losing video. It's worked with the video. See what's
[ 2675.58s ->  2692.86s] going on in discourses while we're waiting. Clarity act will pass revolutionary for crypto. It was a
[ 2692.86s ->  2700.96s] pretty crazy day for NVIDIA today. I will say it was a pretty crazy day. Was it two ran up today,
[ 2700.96s ->  2707.36s] right? Two, two 35. That's crazy. Let's see what a chat GPT thinks for a price target for NVIDIA.
[ 2711.18s ->  2725.15s] Of course, after this nonsense, here are our functions that we're providing to
[ 2726.11s ->  2736.97s] chat investment decision. We're going to receive thesis price target order side and rationale.
[ 2738.09s ->  2751.23s] Very, very useful. I've got to have that Paris baguette cold brew before chat loses
[ 2751.23s ->  2765.64s] all of my money. Looks like we've hard coded the API key. Very good. It's work. It says requested
[ 2766.44s ->  2772.52s] prefer in environment variables. Yes, we, we, you know, we know how it should be in pride.
[ 2772.52s ->  2778.44s] We understand remove the, get ignore and hard code it into your script and then push to prod
[ 2778.44s ->  2791.69s] just like everyone else does. Good. We got rid of the Yahoo finance headlines.
[ 2792.25s ->  2796.89s] We have now news helpers for the interactive brokers callback method for news.
[ 2798.14s ->  2807.58s] Keep scrolling on down here. Fetch IB news headlines. Very good news providers.
[ 2809.00s ->  2813.16s] All right. Awesome. This looks great. If you find that you have any trouble running
[ 2813.16s ->  2818.76s] this sort of system, you may just need to configure your market data subscriptions.
[ 2818.76s ->  2822.20s] It's a few dollars every month to get access to this type of live data.
[ 2823.00s ->  2826.76s] I have a video actually dedicated to this topic. I'll leave a link to it in the description below
[ 2826.76s ->  2832.36s] on requesting market data from interactive brokers. I walk you through everything from, you know,
[ 2832.36s ->  2835.56s] getting into your account and then setting up the market data subscription.
[ 2835.56s ->  2838.76s] If you need any help with that. Otherwise, if you've configured it yourself,
[ 2838.76s ->  2840.92s] you should be good to go. So what I'm going to do is I'm going to run this guy here.
[ 2842.00s ->  2845.20s] Head on over here. This is our Python client.
[ 2845.92s ->  2851.04s] Just as we drew it up on our iPad. Absolutely outstanding.
[ 2851.04s ->  2858.00s] We scroll up. Here is the framework. Python to TWS back to Python out to chat.
[ 2858.00s ->  2862.16s] Chat comes back with a trading decision, sends it over to trader work station.
[ 2862.72s ->  2869.12s] I'm going to connect. I'm going to add NVIDIA as a ticker.
[ 2871.10s ->  2877.13s] NVIDIA not found. Come on, man. What do you mean NVIDIA not found?
[ 2878.01s ->  2882.60s] JPM. Okay. I'm getting NVIDIA not found.
[ 2887.56s ->  2895.18s] Likely because quantity from server is zero. What a nonsense error.
[ 2910.49s ->  2916.41s] Yeah, that was the issue. So we're going to have a manual row for NVIDIA,
[ 2917.58s ->  2934.25s] even if the position server side is zero. So I'm going to kill this. Okay.
[ 2935.88s ->  2948.27s] That looks like it should do it. Give this a run. All right. Moment of truth. Boom.
[ 2948.27s ->  2955.28s] Here's our client. Just as we drew it up. Trader workstation connect, successfully connected
[ 2955.28s ->  2960.48s] to the trader workstation. Add a ticker. NVIDIA naturally add. Boom.
[ 2961.36s ->  2970.08s] Send this out to track GPT. Create a thesis. Can't find EID with ticker one zero. What is this?
[ 2971.28s ->  2978.72s] One zero zero three. Very close. Very, very close. Let's see. Give this error to this.
[ 2978.72s ->  2982.48s] Just a function call error, right? Cancel this guy here.
[ 2984.40s ->  2991.12s] Looks like, did it respond with a thesis? It sure did. So it was able to draw up a thesis.
[ 2992.56s ->  2996.72s] Credible market resilience supported by positive momentum due to such events. So cool.
[ 2996.72s ->  3004.64s] Based on contemporaneous news and our price target of two 50. Very, very cool. So what I'm going to do is
[ 3004.64s ->  3011.28s] I'm going to kill this guy and in efforts to clean up the error in the terminal, I'm going to give it
[ 3011.28s ->  3018.80s] one last run before we go. And then I want to test the reevaluation and we should be off to the races and
[ 3018.80s ->  3028.92s] we will have a fully automated trading system where track GPT is at the helm, constructing theses and
[ 3028.92s ->  3044.60s] managing our risk. God help us. After this is all set. Boom. Keep moment of truth run. Boom. Here's our user
[ 3044.60s ->  3052.76s] interface. Just as we drew it up, we are going to connect to the trader workstation, successful
[ 3052.76s ->  3057.80s] connection. We are making the connection request via the e-client to trader workstation. It is
[ 3057.80s ->  3063.80s] responding to the callback methods in e-wrapper. We are going to add a symbol to trade naturally.
[ 3063.80s ->  3069.56s] In video, as we add this symbol, we are going to create a thesis. We're going to have chat GPT,
[ 3069.56s ->  3074.12s] create a trading thesis. We are going to query news from trader workstation, send it over to chat GPT.
[ 3074.12s ->  3082.52s] It constructs a trading thesis and a price target, and it places an order with the trader workstation
[ 3083.08s ->  3090.28s] based on that price target with the ability to reevaluate that thesis over time, providing it
[ 3090.28s ->  3097.72s] the original thesis and news point in time, updating that position, cutting losses, doubling down or
[ 3098.44s ->  3108.68s] holding. And this is a fully automated AI trading system built from scratch in Python.
[ 3109.72s ->  3116.20s] This video certainly took a tremendous effort to put together. Words cannot articulate.
[ 3116.84s ->  3120.76s] I hope you enjoyed. I hope you learned something. If you want to see more videos
[ 3120.76s ->  3126.44s] like this in the future, please like, comment, subscribe, share. It helps me out tremendously.
[ 3126.44s ->  3134.36s] It is always greatly appreciated. I'm going to post the source code for this on discourses.io. I'm going
[ 3134.36s ->  3140.68s] to pin it to the top of my profile. So, head on over there if you would like this original source code.
[ 3140.68s ->  3150.36s] Other than that, I want to thank you so much for watching and I will see you in the next video.
