[    1.26s ->     7.61s] The central limit theorem is quite literally the bridge between probability and statistics,
[ 2214.96s ->  2224.96s] disjoint 90 day block sample means, I find what? That there is a mean return of 0.21% with a standard
[ 2224.96s ->  2233.20s] distribution of 0.049%. That means that the probability of observing an average return of
[ 2233.20s ->  2242.16s] less than zero during these 90 day blocks is going to be approximately zero. And if I was to treat this
[ 2242.16s ->  2248.88s] as a geometric random variable, I could find the expected number of years required to observe a
[ 2248.88s ->  2257.44s] negative mean return given a period of 90 days. And it turns out, if we apply the central limit
[ 2257.44s ->  2264.88s] theorem, we parameterize this normal distribution and compute this probability, it will take what?
[ 2266.04s ->  2277.48s] 42,296 years to observe just one negative return in this 90 day block. Specifically,
[ 2278.12s ->  2288.21s] a negative sample mean return in one of these 90 day blocks. All right. Well, that sounds pretty good.
[ 2288.21s ->  2295.89s] We should just dump our entire portfolio into Nvidia, right? Well, not quite because if I look back at the
[ 2296.61s ->  2307.09s] block mean returns, what actually happens? Well, I observe in all of these 74 blocks, 27% of them
[ 2307.73s ->  2316.05s] actually have negative mean returns. So 20 of the 74 have negative returns. And clearly we didn't wait
[ 2316.05s ->  2324.85s] what? We didn't wait 42,000 years. In fact, the years required to observe the negative blocks we've
[ 2324.85s ->  2335.73s] already experienced are what? This is, I can't even read. This is 845,915 years. Clearly our model is
[ 2335.73s ->  2347.25s] severely underestimating the risk of observing a negative sample mean return. And why is this the case?
[ 2347.25s ->  2357.09s] Well, this brings us to the idea of the limitations and considerations associated with applying the
[ 2357.09s ->  2363.01s] central limit theorem in practice. In this case, we're looking at specifically stock returns,
[ 2363.01s ->  2370.77s] but this goes for any time variant data generating or population distribution. Again,
[ 2370.77s ->  2378.93s] we don't know what the parameterization of the population distribution is. If it's a sample mean,
[ 2378.93s ->  2384.37s] we know it's normal, but we don't know what the parameterization of it is. So what I've done here
[ 2384.37s ->  2390.85s] is I've, I've calibrated by the central limit theorem, my sample mean returns, and that is this
[ 2390.85s ->  2397.97s] orange dashed line. But what's going to happen in reality? Well, the data generating distribution,
[ 2397.97s ->  2404.29s] that sample mean, right? That sample mean that we're observing and parameterizing our fixed
[ 2404.29s ->  2409.33s] normal distribution with to assess the likelihood of different states of the world, right?
[ 2410.55s ->  2417.35s] That's not a good model because the data generating distribution is time variant. It is going to
[ 2417.35s ->  2425.11s] change over time. And as you can see, right, the likelihood of observing negative returns over here
[ 2425.11s ->  2432.07s] in reality is what? Very likely relative to the fixed distribution, which says it has a probability of
[ 2432.07s ->  2441.19s] roughly zero. That is the key point to understand when you apply the central limit theorem and even
[ 2441.19s ->  2446.71s] the law of large numbers in practice. There is no convergence. There's no statistical probabilistic
[ 2446.71s ->  2452.47s] or distribution convergence. Everything is time variant. Probabilities and likelihoods will change
[ 2452.47s ->  2458.63s] over time. Your capacity to model different dynamics under different regimes will certainly vary.
[ 2458.63s ->  2466.39s] That is how we can effectively understand the application of the central limit theorem in practice.
[ 2466.39s ->  2475.35s] It is good for a point in time assuming relative stability. But after that, we're going to need to
[ 2476.31s ->  2481.75s] create a new model. We're going to develop new assumptions, re-evaluate. That is effectively why
[ 2481.75s ->  2488.71s] we all still have a job. Our job as quants is to build models, make assumptions, update models,
[ 2488.71s ->  2494.79s] and update assumptions as things continue to change. If we do this effectively, we can accumulate positive
[ 2494.79s ->  2502.23s] expected value. We can accumulate P and L, and that is how we make money. So this is effectively why
[ 2502.23s ->  2508.87s] the central limit theorem is breaking down for us. How is this useful as a point in time snapshot?
[ 2508.87s ->  2515.19s] This is roughly what I had mentioned here, where this is a reasonable proxy maybe for this point in
[ 2515.19s ->  2521.51s] time, but as time marches on, right, it's definitely not going to be useful. How is it useful as a point
[ 2521.51s ->  2527.75s] in time proxy, maybe in the context of a trading signal? In some cases, the assumption that the sample
[ 2527.75s ->  2534.07s] reflects the data generating distribution is less violent than others. If I'm using a sample mean from
[ 2534.07s ->  2539.91s] three months ago to inform my normal distribution today, yeah, that's probably not useful. But if
[ 2539.91s ->  2547.43s] I'm trying to assess the likelihood of a specific observation at this point in time, then this can
[ 2547.43s ->  2554.39s] be very useful depending on the stability of the space. I have a very simple example for you here.
[ 2554.39s ->  2560.15s] Let's say I have a trading signal. I'm trading some sort of cross-sectional equity strategy. This is going
[ 2560.15s ->  2566.71s] to be a sentiment based strategy. And I'm trying to assess the sentiment of an equity before 920 AM.
[ 2566.71s ->  2574.63s] I only have 50 unique documents. So let's say I collected data from 8 AM to 920 AM. I only have 50
[ 2574.63s ->  2582.31s] documents. I calibrate a normal distribution and I want to assess the probability of drawing an incorrect
[ 2582.31s ->  2589.83s] signal value. This is essentially a confidence question, right? What is the likelihood of observing
[ 2589.83s ->  2597.35s] the sample mean that I've already observed? So if the probability is too low, I won't include it in
[ 2597.35s ->  2603.43s] my equity basket that I'm going to trade, right? I have some sort of quantile breakdown of my signal.
[ 2603.43s ->  2607.91s] I'm going to go long the equities in the top basket, short the equities in the bottom basket.
[ 2608.47s ->  2614.79s] And I have effectively this equity in my top basket. I have 50 documents suggesting that what
[ 2614.79s ->  2623.11s] it is tradable, I want to go long, but what is the probability of observing that mean return
[ 2623.11s ->  2629.67s] if I only have 50 unique documents? Well, this has to do a lot with the confidence of observing that
[ 2629.67s ->  2635.83s] specific sample mean value. We know that the central limit theorem is going to increase in confidence
[ 2635.83s ->  2641.67s] as the sample size increases. Here, we don't have a large enough sample size. So what we can do
[ 2641.67s ->  2647.83s] is we can ask an interesting question. What is the probability of observing the value that we've
[ 2647.83s ->  2655.59s] already seen or greater given some sort of conservative distribution? I don't know what
[ 2655.59s ->  2662.63s] the population or data generating distribution looks like. It could be very flat. It could be shifted
[ 2662.63s ->  2667.27s] in this direction. It could be shifted in this direction. I'm going to pick a distribution that
[ 2667.27s ->  2674.23s] I'm satisfied with and assess the probability of observing that specific mean sentiment value or
[ 2674.23s ->  2680.39s] greater. How do I do that? Well, I take my null sampling distribution. I find the point of interest
[ 2680.39s ->  2686.95s] and I integrate past that point and I integrate up to infinity. And I find what that the probability
[ 2686.95s ->  2695.19s] of observing that specific sentiment mean value is very, very small. It's less than 1%. Am I going to now
[ 2695.19s ->  2702.71s] trade this in my long leg of my portfolio? Absolutely not. Given I'm abiding by this
[ 2702.71s ->  2707.67s] null sampling distribution, the likelihood of observing this value is far too low. I'm not
[ 2707.67s ->  2714.23s] confident that the sentiment is effectively positive. So what I will do is I will exclude
[ 2714.23s ->  2719.99s] it from my basket or I will abide by some specific rule set. And then I will trade the remaining assets,
[ 2719.99s ->  2727.99s] assuming they have a reasonable degree of confidence in each bucket. The point here is it doesn't matter
[ 2727.99s ->  2735.03s] that the distribution is changing over time. This has to do with a relative confidence. I'm interested
[ 2735.03s ->  2742.95s] in assessing the probability or likelihood of observing this particular mean value right now. And the central
[ 2742.95s ->  2751.03s] limit theorem is informing us as to whether or not that observation is in fact likely. If it is,
[ 2751.03s ->  2758.55s] I'll include it in my portfolio. And if it isn't, I will exclude it. The key idea here is yes,
[ 2758.55s ->  2766.39s] the data generating distribution is certainly going to change over time. But for example, at this
[ 2766.39s ->  2771.35s] particular point in time, our fixed normal distribution by the central limit theorem that we're kind of
[ 2771.35s ->  2777.67s] calibrating to our sample data is doing a reasonable job at proxying for that center. And what I'm
[ 2777.67s ->  2785.11s] suggesting is if the space is reasonably stable and you have some sort of ephemeral probability question,
[ 2785.11s ->  2791.59s] you can answer it by applying the central limit theorem, even though over time that population or
[ 2791.59s ->  2800.07s] data generating distribution for your sample mean is going to change. And that is a very useful concept.
[ 2800.07s ->  2804.39s] Too long, didn't watch. Here's your executive summary. Random variables define a set of outcomes
[ 2804.39s ->  2809.51s] with accompanying probabilities or likelihoods, depending on if you're operating with a discrete
[ 2809.51s ->  2814.07s] or continuous random variable that will dictate whether or not the mass function gives you a
[ 2814.07s ->  2819.75s] probability or the density function will give you a probability of observing values in a particular
[ 2819.75s ->  2826.23s] region. Anytime we draw a random variable, we are dealing with an empirical distribution,
[ 2826.23s ->  2831.35s] and that is effectively a random variable itself. We don't get the same empirical distribution every
[ 2831.35s ->  2837.59s] time we create a series of draws and that distribution generates statistics. If draws are
[ 2837.59s ->  2844.31s] from the same population distribution, i.e. it is time invariant, empirical statistics,
[ 2844.31s ->  2850.55s] subsequent probabilities and distributions will converge by the law of large numbers. Clearly,
[ 2850.55s ->  2857.11s] this isn't the case in practice as we are battling data drift, time variance in distributions,
[ 2857.11s ->  2864.31s] and the lack of convergence in subsequent statistics and probabilities. Given draws from a population
[ 2864.31s ->  2871.75s] distribution are in fact random variables, statistics are also random variables, the big question is
[ 2871.75s ->  2880.15s] what distribution do they follow? The distribution of sample means follows a normal or Gaussian distribution.
[ 2880.15s ->  2885.51s] Regardless of the population or data generating distribution, this is quite literally our
[ 2885.51s ->  2891.59s] bridge between theory and practice, statistics and probability. We can unlock an entire suite of
[ 2891.59s ->  2898.39s] tools from confidence intervals to hypothesis testing. If the population or data generating distribution
[ 2898.39s ->  2904.47s] is fixed, then the distribution of sample means will certainly converge to a normal distribution as the
[ 2904.47s ->  2914.87s] sample size becomes arbitrarily large and probabilities will be precise in the frequentest sense. In reality,
[ 2914.87s ->  2921.67s] population or data generating distributions are not fixed and are time variant leading us to generate
[ 2921.67s ->  2928.79s] incorrect probabilities and draw statistically incorrect conclusions just as we saw in the Nvidia stock
[ 2928.79s ->  2943.11s] return. Though distributions in reality change over time, the central limit theorem can offer a snapshot,
[ 2943.11s ->  2948.79s] which is useful locally for generating probabilities as we saw in the trading signal example, where the
[ 2948.79s ->  2955.75s] sentiment distribution producing a trading signal or trading decision is likely to be more stable in that short
[ 2955.75s ->  2963.91s] region of time required to generate a decision than it is to be stable over a series of days, which doesn't
[ 2963.91s ->  2972.55s] matter nearly as much because we will continue to resample data and recalibrate our new model and this is
[ 2972.55s ->  2981.19s] effectively why we all still have jobs. Some future topics, technical videos and other discussions to look forward to,
[ 2981.19s ->  2986.63s] this idea of advanced Markov chains, something you would see in a class on stochastic processes,
[ 2986.63s ->  2993.03s] non-Markovian models, fractional Brownian motion, Volterra processes, these are some of my favorite
[ 2993.03s ->  2999.83s] mathematical structures. I would love to do a video on these topics, I'm uncertain what the general level
[ 2999.83s ->  3007.03s] of interest would be, but I will probably cave and make videos on these ideas in the near future. I want to
[ 3007.03s ->  3012.47s] talk about deriving the black trolls equation, the PDE analytical and numerical solutions. We have to
[ 3012.47s ->  3020.39s] get to Kalman filters and non-stationarity that is effectively what we saw here in with the population
[ 3020.39s ->  3025.91s] or data generating distribution for the sample mean changing over time. There's that time variance,
[ 3025.91s ->  3031.75s] a big problem in quant modeling that I talk about all the time on this channel. I'd like to get into the
[ 3031.75s ->  3037.19s] idea also of risk neutral measures, complete versus incomplete market models, reinforcement learning
[ 3037.19s ->  3042.07s] for delta hedging, and even approximating pricing functionals using neural networks. We're starting
[ 3042.07s ->  3048.79s] to get into more niche topics that really are where my research interests lie. So, you know, depending on
[ 3048.79s ->  3054.47s] what you'd like to see next, let me know in the comments section below. And I haven't forgotten about
[ 3054.47s ->  3060.63s] our quant builds. I have a whole bunch of ideas. This idea of live neural network stochastic volatility
[ 3060.63s ->  3065.35s] model calibration. I'd like to implement the Kalman filter model with regime dynamics. We've already
[ 3065.35s ->  3070.23s] covered Markov chains and hidden Markov models. Once we cover the Kalman filter, we can apply it
[ 3070.23s ->  3076.79s] in some sort of live system. And of course, this idea of an automated delta neutral trading system, which
[ 3076.79s ->  3082.47s] I have been toying with for quite some time. I've been building out the infrastructure and I think I
[ 3082.47s ->  3088.63s] would like to tackle it maybe this month, but it will largely depend on what you guys would like to see.
[ 3088.63s ->  3094.71s] So please let me know in the comments below. It certainly helps me decide what videos to create
[ 3094.71s ->  3098.87s] next. And that's going to do it for this video on the central limit theorem for quant finance.
[ 3098.87s ->  3103.59s] I hope you enjoyed. I hope you learned something. This video certainly took a lot of effort to create.
[ 3103.59s ->  3106.87s] So if you enjoyed it and you want to see more like it in the future, please like comment,
[ 3106.87s ->  3111.35s] subscribe, share. Again, it helps me out tremendously. It is always greatly appreciated.
[ 3111.35s ->  3115.27s] I'll leave a link in the description below. If you'd like to get started with interactive brokers,
[ 3115.27s ->  3119.91s] they're the only broker I use. I highly recommend their API. It's what I use in all of my quant builds.
[ 3119.91s ->  3123.83s] I'll leave a link in the description to our discord community. If you'd like to connect with me and
[ 3123.83s ->  3128.79s] other quants, if you want to master your quantitative skills, check out quant guild.com.
[ 3128.79s ->  3141.43s] Other than that, thank you so much for watching and I will see you in the next video.
